sampleID,antigen,FMedian,replicate
SID_gen1,AlexaAntiMouseAb~N/A,7838,1
SID_gen1,AlexaAntiMouseAb~N/A,8250,2
SID_gen1,ERa~N/A,2596,1
SID_gen1,ERa~N/A,2491,2
SID_gen1,HumanIgG1~N/A,850,1
SID_gen1,HumanIgG1~N/A,998,2
SID_gen1,HumanIgG2~N/A,2126,1
SID_gen1,HumanIgG2~N/A,2005,2
SID_gen1,HumanIgG3~N/A,11676,1
SID_gen1,HumanIgG3~N/A,12489,2
SID_gen1,HumanIgA2~N/A,2851,1
SID_gen1,HumanIgA2~N/A,2793,2
SID_gen1,HumanIgA1~N/A,995,1
SID_gen1,HumanIgA1~N/A,988,2
SID_gen1,BSA~N/A,232,1
SID_gen1,BSA~N/A,243,2
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU6263.27,752,1
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU5848.75,717,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU22961.28,670,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU21839.05,917,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU23288.85,2171,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU24081.49,2121,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18004.25,969,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18037.61,935,1
SID_gen1,Internal_19970,1615,1
SID_gen1,Internal_19970,1600,2
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU22831.87,2889,1
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU23331.31,2380,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,53,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,51,2
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU24346.38,1141,1
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU26507.94,1127,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU11377.01,9480,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU12187.85,9598,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU25244.16,1543,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU24507.13,1503,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,54,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,53,2
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14967.14,3852,1
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14939.84,4398,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15832.58,1408,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15806.29,1409,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,102,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,93,2
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU1795.57,677,1
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU2052.79,671,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU15479.73,1529,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU17863.71,1303,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36391.67,2025,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36052.98,2153,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12233.34,2503,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12495.2,2409,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3352.54,565,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3284.8,584,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4512.18,665,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4623.4,768,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2363.77,928,1
