sampleID,antigen,FMedian,replicate
J0119,MSP1Block17,65535,1
J0119,MSP1Block2PaloAltorepeat,8344,2
J0119,MSP1Block23D7full,7655,2
J0119,MSP1Block2MAD20repeat,823,2
J0119,MSP2CHO,65535,2
J0119,MBP,29334,2
J0119,MSP2DD2,65535,2
J0119,MSP33D7,37791,2
J0119,MSP1Block17,65535,2
J0119,MSP1Block2PaloAltorepeat,8508,3
J0119,MSP1Block23D7full,7449,3
J0119,MSP1Block2MAD20repeat,809,3
J0119,MSP2CHO,65535,3
J0119,MBP,30414,3
J0119,MSP2DD2,65535,3
J0119,MSP33D7,43321,3
J0119,MSP1Block17,65535,3
J0119,Surfin4.2K1A,5086,1
J0119,Surfin4.23D7A,30074,1
J0119,MSPDBL2N-terminal,29275,1
J0119,MSP1Block2R033,16655,1
J0119,MSPDBL2C-terminal,27837,1
J0119,Surfin4.23D7B,4127,1
J0119,MSP1Block23D7repeat,25537,1
J0119,MSP1Block2Wellcomerepeat,15784,1
J0119,Surfin4.2K1A,5612,2
J0119,Surfin4.23D7A,32654,2
J0119,MSPDBL2N-terminal,34039,2
J0119,MSP1Block2R033,17388,2
J0119,MSPDBL2C-terminal,28063,2
J0119,Surfin4.23D7B,2139,2
J0119,MSP1Block23D7repeat,27617,2
J0119,MSP1Block2Wellcomerepeat,16471,2
J0119,Surfin4.2K1A,5654,3
J0119,Surfin4.23D7A,33924,3
J0119,MSPDBL2N-terminal,35255,3
J0119,MSP1Block2R033,19492,3
J0119,MSPDBL2C-terminal,31737,3
J0119,Surfin4.23D7B,1983,3
J0119,MSP1Block23D7repeat,30064,3
J0119,MSP1Block2Wellcomerepeat,16508,3
J0119,CommercialHumanIgG,65535,1
J0119,CommercialHumanIgG,65535,2
J0119,CommercialHumanIgG,65535,3
J0120,MSP3.6,14608,1
J0120,ETRAMP10.2,5000,1
J0120,GAMA,20403,1
J0120,MSRP4,32181,1
J0120,MSP4,65535,1
J0120,RAMA,26756,1
J0120,ASP,23834,1
J0120,MSP3.6,13181,2
J0120,ETRAMP10.2,5300,2
J0120,GAMA,26262,2
J0120,MSRP4,32639,2
J0120,MSP4,65535,2
J0120,RAMA,23414,2
J0120,ASP,20579,2
J0120,MSP3.6,18997,3
J0120,ETRAMP10.2,7276,3
J0120,GAMA,25624,3
J0120,MSRP4,36347,3
J0120,MSP4,65535,3
J0120,RAMA,27787,3
J0120,ASP,23030,3
J0120,PFD1130W,5921,1
J0120,EBA140,3437,1
J0120,MSRP2,65535,1
J0120,MSRP5,3702,1
J0120,P34,4112,1
J0120,MSP8,26028,1
J0120,P12,7460,1
J0120,MSP6,6849,1
J0120,PFD1130W,6756,2
J0120,EBA140,5230,2
J0120,MSRP2,65535,2
J0120,MSRP5,7179,2
J0120,P34,4426,2
J0120,MSP8,29842,2
J0120,P12,7921,2
J0120,MSP6,6577,2
J0120,PFD1130W,8158,3
J0120,EBA140,7504,3
J0120,MSRP2,65535,3
J0120,MSRP5,16312,3
J0120,P34,4636,3
J0120,MSP8,30649,3
J0120,P12,8540,3
J0120,MSP6,7459,3
J0120,PF1400044,11534,1
J0120,MSP1,65535,1
J0120,RON6,12854,1
J0120,MSP9,8929,1
J0120,PTEX150,19476,1
J0120,SERA7,10543,1
J0120,MSP2,57125,1
J0120,SERA3,10197,1
J0120,PF1400044,12122,2
J0120,MSP1,65535,2
J0120,RON6,13006,2
J0120,MSP9,8567,2
J0120,PTEX150,17532,2
J0120,SERA7,9460,2
J0120,MSP2,60629,2
J0120,SERA3,9520,2
J0120,PF1400044,12517,3
J0120,MSP1,65535,3
J0120,RON6,11536,3
J0120,MSP9,9149,3
J0120,PTEX150,21065,3
J0120,SERA7,9344,3
J0120,MSP2,63947,3
J0120,SERA3,9947,3
J0120,P41,5996,1
J0120,RON3,13969,1
J0120,PF92,10902,1
J0120,MSRP1,65535,1
J0120,EBA175,60192,1
J0120,TLP,9053,1
J0120,PF3D7_0606800,3266,1
J0120,PFA0135W,3622,1
J0120,P41,4764,2
J0120,RON3,9566,2
J0120,PF92,10211,2
J0120,MSRP1,65535,2
J0120,EBA175,61620,2
J0120,TLP,8533,2
J0120,PF3D7_0606800,4164,2
J0120,PFA0135W,4096,2
J0120,P41,3880,3
J0120,RON3,8051,3
J0120,PF92,9060,3
J0120,MSRP1,65535,3
J0120,EBA175,61305,3
J0120,TLP,9717,3
J0120,PF3D7_0606800,3536,3
J0120,PFA0135W,3875,3
J0120,PF3D7_0525800(IMC1g),13167,1
J0120,PF3D7_1460600(ISP3),7576,1
J0120,PF3D7_1455300,6034,1
J0120,PF3D7_1025300,2997,1
J0120,PF3D7_0925900,5963,1
J0120,PF3D7_0831400,7589,1
J0120,PF3D7_0730800.2,47648,1
J0120,PF3D7_1407800(PM4),1607,1
J0120,PF3D7_0525800(IMC1g),12378,2
J0120,PF3D7_1460600(ISP3),7815,2
J0120,PF3D7_1455300,5102,2
J0120,PF3D7_1025300,1582,2
J0120,PF3D7_0925900,5033,2
J0120,PF3D7_0831400,6657,2
J0120,PF3D7_0730800.2,49310,2
J0120,PF3D7_1407800(PM4),1546,2
J0120,PF3D7_0525800(IMC1g),13460,3
J0120,PF3D7_1460600(ISP3),7663,3
J0120,PF3D7_1455300,4840,3
J0120,PF3D7_1025300,1259,3
J0120,PF3D7_0925900,4178,3
J0120,PF3D7_0831400,6656,3
J0120,PF3D7_0730800.2,50727,3
J0120,PF3D7_1407800(PM4),1557,3
J0120,PF3D7_0629500_SEG2,14319,1
J0120,PF3D7_1345100,6138,1
J0120,PF3D7_0206200,4449,1
J0120,PF3D7_1105800,5256,1
J0120,PTRAMP,6589,1
J0120,EBA181,4265,1
J0120,CD4TAG,3703,1
J0120,SERA2,11487,1
J0120,PF3D7_0629500_SEG2,14338,2
J0120,PF3D7_1345100,6176,2
J0120,PF3D7_0206200,4567,2
J0120,PF3D7_1105800,5378,2
J0120,PTRAMP,6980,2
J0120,EBA181,4684,2
J0120,CD4TAG,3519,2
J0120,SERA2,10838,2
J0120,PF3D7_0629500_SEG2,14258,3
J0120,PF3D7_1345100,6242,3
J0120,PF3D7_0206200,4214,3
J0120,PF3D7_1105800,6291,3
J0120,PTRAMP,6477,3
J0120,EBA181,4387,3
J0120,CD4TAG,3706,3
J0120,SERA2,11216,3
J0120,MSP1Block2K1flank,8541,1
J0120,MSP1Block2Wellcomefull,12762,1
J0120,MSP1Block2MAD20full,3543,1
J0120,MSP3K1,1560,1
J0120,MSPDBLC-terminal,7026,1
J0120,Surfin4.2K1,5747,1
J0120,MSPDBLN-terminal,1505,1
J0120,Surfin4.2Conserved,10090,1
J0120,MSP1Block2K1flank,10159,2
J0120,MSP1Block2Wellcomefull,12190,2
J0120,MSP1Block2MAD20full,5770,2
J0120,MSP3K1,1570,2
J0120,MSPDBLC-terminal,8099,2
J0120,Surfin4.2K1,6396,2
J0120,MSPDBLN-terminal,3725,2
J0120,Surfin4.2Conserved,10243,2
J0120,MSP1Block2K1flank,10208,3
J0120,MSP1Block2Wellcomefull,11803,3
J0120,MSP1Block2MAD20full,5533,3
J0120,MSP3K1,1623,3
J0120,MSPDBLC-terminal,8249,3
J0120,Surfin4.2K1,6234,3
J0120,MSPDBLN-terminal,3458,3
J0120,Surfin4.2Conserved,11378,3
J0120,PfD1160W18,16212,1
J0120,PfD1160W19,1775,1
J0120,MSP2CH15019DBL2,3711,1
J0120,GST,1581,1
J0120,PfD1160W18,16894,2
J0120,PfD1160W19,4184,2
J0120,MSP2CH15019DBL2,5068,2
J0120,GST,2124,2
J0120,PfD1160W18,17172,3
J0120,PfD1160W19,3986,3
J0120,MSP2CH15019DBL2,4879,3
J0120,GST,2254,3
J0120,SERA5,30541,1
J0120,MSP11,15981,1
J0120,RIPR,1842,1
J0120,SPATR,16380,1
J0120,MSP3,29448,1
J0120,PF3D7_1136200,8956,1
J0120,PFSEA,24767,1
J0120,SERA5,30771,2
J0120,MSP11,17099,2
J0120,RIPR,1672,2
J0120,SPATR,19910,2
J0120,MSP3,31673,2
J0120,PF3D7_1136200,8740,2
J0120,PFSEA,27487,2
J0120,SERA5,24764,3
J0120,MSP11,12939,3
J0120,RIPR,1550,3
J0120,SPATR,14520,3
J0120,MSP3,30463,3
J0120,PF3D7_1136200,7415,3
J0120,PFSEA,25345,3
J0120,AMA1,29474,1
J0120,SERA9,6312,1
J0120,MSP7,6602,1
J0120,PF10_0166,15017,1
J0120,MSP10,65535,1
J0120,MSP5,16658,1
J0120,MTRAP,6219,1
J0120,PF113,11839,1
J0120,AMA1,34830,2
J0120,SERA9,7198,2
J0120,MSP7,8684,2
J0120,PF10_0166,19271,2
J0120,MSP10,65535,2
J0120,MSP5,17259,2
J0120,MTRAP,5336,2
J0120,PF113,13038,2
J0120,AMA1,27358,3
J0120,SERA9,5467,3
J0120,MSP7,5764,3
J0120,PF10_0166,12975,3
J0120,MSP10,65535,3
J0120,MSP5,17114,3
J0120,MTRAP,1463,3
J0120,PF113,10196,3
J0120,H101,5221,1
J0120,PF3D7-1431400,5957,1
J0120,RHOPH3,2878,1
J0120,MSRP3,2687,1
J0120,PF13_0125,1498,1
J0120,RH5,3802,1
J0120,SERA4,4736,1
J0120,AARP,1440,1
J0120,H101,5446,2
J0120,PF3D7-1431400,6736,2
J0120,RHOPH3,2833,2
J0120,MSRP3,3122,2
J0120,PF13_0125,1492,2
J0120,RH5,3536,2
J0120,SERA4,5834,2
J0120,AARP,1411,2
J0120,H101,4984,3
J0120,PF3D7-1431400,5436,3
J0120,RHOPH3,2487,3
J0120,MSRP3,3481,3
J0120,PF13_0125,1598,3
J0120,RH5,3509,3
J0120,SERA4,4851,3
J0120,AARP,1310,3
J0120,RH1,13454,1
J0120,MSP3.5,12372,1
J0120,PFA0210c,4936,1
J0120,P38,7871,1
J0120,CLAG3.2,4530,1
J0120,RH2b,4349,1
J0120,PFA0445W,8934,1
J0120,PF3D7_1343700(KELCH),1655,1
J0120,RH1,15758,2
J0120,MSP3.5,13008,2
J0120,PFA0210c,5603,2
J0120,P38,12863,2
J0120,CLAG3.2,4886,2
J0120,RH2b,4738,2
J0120,PFA0445W,10624,2
J0120,PF3D7_1343700(KELCH),1815,2
J0120,RH1,12441,3
J0120,MSP3.5,12218,3
J0120,PFA0210c,5410,3
J0120,P38,5894,3
J0120,CLAG3.2,4921,3
J0120,RH2b,4224,3
J0120,PFA0445W,8019,3
J0120,PF3D7_1343700(KELCH),1954,3
