sampleID,antigen,FMedian,replicate
SID_gen1,AlexaAntiMouseAb~N/A,11278,1
SID_gen1,AlexaAntiMouseAb~N/A,9873,2
SID_gen1,ERa~N/A,945,1
SID_gen1,ERa~N/A,820,2
SID_gen1,HumanIgG1~N/A,629,1
SID_gen1,HumanIgG1~N/A,547,2
SID_gen1,HumanIgG2~N/A,1414,1
SID_gen1,HumanIgG2~N/A,1333,2
SID_gen1,HumanIgG3~N/A,9143,1
SID_gen1,HumanIgG3~N/A,10309,2
SID_gen1,HumanIgA2~N/A,2497,1
SID_gen1,HumanIgA2~N/A,2430,2
SID_gen1,HumanIgA1~N/A,1010,1
SID_gen1,HumanIgA1~N/A,810,2
SID_gen1,BSA~N/A,3324,1
SID_gen1,BSA~N/A,3374,2
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU6263.27,361,1
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU5848.75,409,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU22961.28,413,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU21839.05,429,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU23288.85,803,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU24081.49,785,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18004.25,372,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18037.61,415,1
SID_gen1,Internal_19970,570,1
SID_gen1,Internal_19970,552,2
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU22831.87,1278,1
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU23331.31,1240,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,60,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,59,2
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU24346.38,531,1
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU26507.94,571,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU11377.01,7468,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU12187.85,8251,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU25244.16,650,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU24507.13,674,1
