sampleID,antigen,FMedian,replicate
SID_gen1,AlexaAntiMouseAb~N/A,5297,1
SID_gen1,AlexaAntiMouseAb~N/A,5479,2
SID_gen1,ERa~N/A,2547,1
SID_gen1,ERa~N/A,3017,2
SID_gen1,HumanIgG1~N/A,646,1
SID_gen1,HumanIgG1~N/A,414,2
SID_gen1,HumanIgG2~N/A,949,1
SID_gen1,HumanIgG2~N/A,924,2
SID_gen1,HumanIgG3~N/A,5686,1
SID_gen1,HumanIgG3~N/A,6095,2
SID_gen1,HumanIgA2~N/A,1256,1
SID_gen1,HumanIgA2~N/A,1537,2
SID_gen1,HumanIgA1~N/A,632,1
SID_gen1,HumanIgA1~N/A,773,2
SID_gen1,BSA~N/A,335,1
SID_gen1,BSA~N/A,374,2
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU6263.27,513,1
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU5848.75,543,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU22961.28,719,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU21839.05,689,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU23288.85,1751,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU24081.49,1959,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18004.25,865,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18037.61,1034,1
SID_gen1,Internal_19970,1402,1
SID_gen1,Internal_19970,1211,2
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU22831.87,1050,1
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU23331.31,978,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,53,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,56,2
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU24346.38,996,1
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU26507.94,1039,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU11377.01,5189,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU12187.85,5695,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU25244.16,2200,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU24507.13,1736,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,50,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,48,2
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14967.14,1499,1
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14939.84,1411,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15832.58,955,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15806.29,977,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,63,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,433,2
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU1795.57,714,1
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU2052.79,832,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU15479.73,1031,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU17863.71,961,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36391.67,924,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36052.98,944,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12233.34,839,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12495.2,828,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3352.54,505,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3284.8,511,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4512.18,860,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4623.4,906,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2363.77,685,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2797.49,573,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU8576.48,659,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU7843.49,594,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3563.85,392,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3332.32,414,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU11821.86,383,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU10069.16,424,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU37801.03,668,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU35777.98,1034,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU32322.5,25543,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU33068.23,26290,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU18591.65,3577,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU19900.88,3457,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13178.88,603,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13503.18,596,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU10085.94,618,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU11343.94,654,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU16154.08,1038,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU18975.84,1048,1
