sampleID,antigen,FMedian,replicate
J0116,MSP3.6,6801,1
J0116,ETRAMP10.2,2913,1
J0116,GAMA,9454,1
J0116,MSRP4,17752,1
J0116,MSP4,11172,1
J0116,RAMA,4323,1
J0116,ASP,8380,1
J0116,MSP3.6,5394,2
J0116,ETRAMP10.2,2950,2
J0116,GAMA,8865,2
J0116,MSRP4,19099,2
J0116,MSP4,11861,2
J0116,RAMA,5632,2
J0116,ASP,10664,2
J0116,MSP3.6,4069,3
J0116,ETRAMP10.2,3652,3
J0116,GAMA,7670,3
J0116,MSRP4,18545,3
J0116,MSP4,8324,3
J0116,RAMA,4859,3
J0116,ASP,7853,3
J0116,PFD1130W,6222,1
J0116,EBA140,5481,1
J0116,MSRP2,1404,1
J0116,MSRP5,1503,1
J0116,P34,1370,1
J0116,MSP8,6096,1
J0116,P12,3322,1
J0116,MSP6,4100,1
J0116,PFD1130W,3181,2
J0116,EBA140,3244,2
J0116,MSRP2,1449,2
J0116,MSRP5,1352,2
J0116,P34,1421,2
J0116,MSP8,7182,2
J0116,P12,3881,2
J0116,MSP6,5292,2
J0116,PFD1130W,2551,3
J0116,EBA140,687,3
J0116,MSRP2,608,3
J0116,MSRP5,1448,3
J0116,P34,1656,3
J0116,MSP8,4888,3
J0116,P12,2876,3
J0116,MSP6,3093,3
J0116,PF1400044,5574,1
J0116,MSP1,5207,1
J0116,RON6,4503,1
J0116,MSP9,3988,1
J0116,PTEX150,11927,1
J0116,SERA7,5360,1
J0116,MSP2,4834,1
J0116,SERA3,6575,1
J0116,PF1400044,4377,2
J0116,MSP1,6279,2
J0116,RON6,3953,2
J0116,MSP9,4458,2
J0116,PTEX150,12090,2
J0116,SERA7,5215,2
J0116,MSP2,4774,2
J0116,SERA3,7813,2
J0116,PF1400044,3253,3
J0116,MSP1,5137,3
J0116,RON6,3633,3
J0116,MSP9,4348,3
J0116,PTEX150,11138,3
J0116,SERA7,4387,3
J0116,MSP2,4329,3
J0116,SERA3,5869,3
J0116,P41,2065,1
J0116,RON3,6387,1
J0116,PF92,6360,1
