sampleID,antigen,Block,FBG_Median,BG_Median,replicate
SID_gen1,AlexaAntiMouseAb~N/A,1,8957,71,1
SID_gen1,AlexaAntiMouseAb~N/A,1,9288,70,2
SID_gen1,ERa~N/A,1,1307,65,1
SID_gen1,ERa~N/A,1,1330,64,2
SID_gen1,HumanIgG1~N/A,1,569,63,1
SID_gen1,HumanIgG1~N/A,1,592,65,2
SID_gen1,HumanIgG2~N/A,1,1504,65,1
SID_gen1,HumanIgG2~N/A,1,1313,64,2
SID_gen1,HumanIgG3~N/A,1,9105,65,1
SID_gen1,HumanIgG3~N/A,1,9449,68,2
SID_gen1,HumanIgA2~N/A,1,2497,66,1
SID_gen1,HumanIgA2~N/A,1,2960,64,2
SID_gen1,HumanIgA1~N/A,1,766,65,1
SID_gen1,HumanIgA1~N/A,1,768,65,2
SID_gen1,BSA~N/A,1,156,69,1
SID_gen1,BSA~N/A,1,201,91,2
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU6263.27,1,634,71,1
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU5848.75,1,654,69,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU22961.28,1,452,65,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU21839.05,1,468,65,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU23288.85,1,1048,66,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU24081.49,1,1072,69,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18004.25,1,509,106,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18037.61,1,521,111,1
SID_gen1,Internal_19970,1,770,75,1
SID_gen1,Internal_19970,1,728,71,2
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU22831.87,1,640,68,1
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU23331.31,1,585,68,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,1,61,63,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,1,63,62,2
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU24346.38,1,572,64,1
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU26507.94,1,638,65,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU11377.01,1,8649,72,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU12187.85,1,8402,72,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU25244.16,1,2105,68,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU24507.13,1,2063,68,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,1,63,64,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,1,64,64,2
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14967.14,1,1131,63,1
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14939.84,1,1159,64,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15832.58,1,1085,66,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15806.29,1,1127,67,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,1,65,65,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,1,62,65,2
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU1795.57,1,473,70,1
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU2052.79,1,487,70,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU15479.73,1,687,66,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU17863.71,1,710,66,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36391.67,1,686,66,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36052.98,1,702,67,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12233.34,1,850,71,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12495.2,1,821,72,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3352.54,1,432,70,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3284.8,1,450,72,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4512.18,1,534,74,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4623.4,1,543,71,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2363.77,1,645,68,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2797.49,1,685,70,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU8576.48,1,809,71,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU7843.49,1,779,70,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3563.85,1,336,100,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3332.32,1,322,125,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU11821.86,1,351,72,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU10069.16,1,411,144,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU37801.03,1,704,72,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU35777.98,1,727,69,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU32322.5,1,1663,68,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU33068.23,1,1772,78,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU18591.65,1,1232,74,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU19900.88,1,1221,71,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13178.88,1,474,73,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13503.18,1,445,72,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU10085.94,1,614,72,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU11343.94,1,643,70,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU16154.08,1,1671,68,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU18975.84,1,1592,71,1
SID_gen1,Hs~RefNM_170672.1~uORFIOH27295~RFU30551.01,1,1514,67,1
SID_gen1,Hs~RefNM_170672.1~uORFIOH27295~RFU46088.36,1,1553,82,1
SID_gen1,Hs~MGCBC054004.1~uORFIOH29012~RFU43392.12,1,1338,79,1
SID_gen1,Hs~MGCBC054004.1~uORFIOH29012~RFU42432,1,1410,75,1
SID_gen1,Hs~MGCBC041132.1~uORFIOH26140~RFU10604.59,1,533,72,1
SID_gen1,Hs~MGCBC041132.1~uORFIOH26140~RFU9042.19,1,479,71,1
SID_gen1,Hs~RefNM_203422.1~uORFIOH29035~RFU17725.91,1,822,68,1
SID_gen1,Hs~RefNM_203422.1~uORFIOH29035~RFU19331.49,1,856,67,1
SID_gen1,Hs~RefNM_139016.2~uORFIOH27635~RFU37974.93,1,3739,71,1
SID_gen1,Hs~RefNM_139016.2~uORFIOH27635~RFU36539.28,1,3513,92,1
SID_gen1,Hs~RefNM_000061.1~N/A~RFU27570.52,1,4394,64,1
SID_gen1,Hs~RefNM_000061.1~N/A~RFU44817.51,1,4383,70,1
SID_gen1,Hs~RefNM_001433.1~N/A~RFU3974.32,1,397,72,1
SID_gen1,Hs~RefNM_001433.1~N/A~RFU4237.19,1,382,77,1
SID_gen1,Hs~RefNM_002753.2~N/A~RFU0,1,62,65,1
SID_gen1,Hs~RefNM_002753.2~N/A~RFU9.22,1,62,63,1
SID_gen1,Hs~RefNM_001315.1~N/A~RFU0,1,64,63,1
SID_gen1,Hs~RefNM_001315.1~N/A~RFU0,1,59,63,2
SID_gen1,Hs~RefNM_004448.1~N/A~RFU9604.66,1,518,67,1
SID_gen1,Hs~RefNM_004448.1~N/A~RFU8841.37,1,495,72,1
SID_gen2,AlexaAntiMouseAb~N/A,2,9922,62,1
SID_gen2,AlexaAntiMouseAb~N/A,2,10733,64,2
SID_gen2,ERa~N/A,2,1296,62,1
SID_gen2,ERa~N/A,2,1326,61,2
SID_gen2,HumanIgG1~N/A,2,461,62,1
SID_gen2,HumanIgG1~N/A,2,428,62,2
SID_gen2,HumanIgG2~N/A,2,1265,60,1
SID_gen2,HumanIgG2~N/A,2,1271,61,2
SID_gen2,HumanIgG3~N/A,2,9386,64,1
SID_gen2,HumanIgG3~N/A,2,9063,65,2
SID_gen2,HumanIgA2~N/A,2,3274,66,1
SID_gen2,HumanIgA2~N/A,2,3068,63,2
SID_gen2,HumanIgA1~N/A,2,719,63,1
SID_gen2,HumanIgA1~N/A,2,768,62,2
SID_gen2,BSA~N/A,2,119,71,1
SID_gen2,BSA~N/A,2,118,72,2
SID_gen2,Hs~RefNM_014741.2~uORFIOH3624~RFU17462.34,2,908,62,1
SID_gen2,Hs~RefNM_014741.2~uORFIOH3624~RFU17228.79,2,920,66,1
SID_gen2,Hs~MGCBC002701.2~uORFIOH5296~RFU10870.22,2,1342,65,1
SID_gen2,Hs~MGCBC002701.2~uORFIOH5296~RFU11511.07,2,1245,65,1
SID_gen2,Hs~RefNM_032354.1~uORFIOH6348~RFU48763.52,2,774,64,1
SID_gen2,Hs~RefNM_032354.1~uORFIOH6348~RFU46619.15,2,758,62,1
SID_gen2,Hs~MGCNM_174896.2~uORFIOH23052~RFU23534.53,2,1213,61,1
SID_gen2,Hs~MGCNM_174896.2~uORFIOH23052~RFU25114.75,2,1296,67,1
SID_gen2,Hs~RefNM_002964.3~uORFIOH7407~RFU33706.4,2,326,88,1
SID_gen2,Hs~RefNM_002964.3~uORFIOH7407~RFU31776.36,2,305,89,1
SID_gen2,Hs~MGCBC038934.1~uORFIOH27574~RFU9.22,2,59,60,1
SID_gen2,Hs~MGCBC038934.1~uORFIOH27574~RFU0,2,60,60,1
SID_gen2,Hs~MGCBC040516.1~uORFIOH27501~RFU0,2,58,61,1
SID_gen2,Hs~MGCBC040516.1~uORFIOH27501~RFU0,2,61,61,2
SID_gen2,Hs~MGCBC036923.1~uORFIOH25928~RFU27543.22,2,3604,64,1
SID_gen2,Hs~MGCBC036923.1~uORFIOH25928~RFU28647.26,2,3488,65,1
SID_gen2,Hs~MGCNM_173545.1~uORFIOH26160~RFU29404.51,2,6022,66,1
SID_gen2,Hs~MGCNM_173545.1~uORFIOH26160~RFU29535.94,2,6394,68,1
SID_gen2,Hs~MGCBC040949.1~uORFIOH26268~RFU35491.86,2,7620,74,1
SID_gen2,Hs~MGCBC040949.1~uORFIOH26268~RFU35666.77,2,8230,83,1
SID_gen2,Hs~MGCBC019883.1~uORFIOH11101~RFU17911.23,2,465,67,1
SID_gen2,Hs~MGCBC019883.1~uORFIOH11101~RFU19140.63,2,484,68,1
SID_gen2,Hs~RefNM_000499.2~uORFIOH10675~RFU3874.23,2,368,71,1
SID_gen2,Hs~RefNM_000499.2~uORFIOH10675~RFU3325.27,2,311,69,1
SID_gen2,Hs~MGCBC016853.1~uORFIOH10348~RFU6489.17,2,364,68,1
SID_gen2,Hs~MGCBC016853.1~uORFIOH10348~RFU5991.24,2,337,70,1
SID_gen2,Hs~RefNM_138612.1~uORFIOH11074~RFU9330.34,2,533,74,1
SID_gen2,Hs~RefNM_138612.1~uORFIOH11074~RFU9973.49,2,524,72,1
SID_gen2,Hs~MGCBC032598.1~uORFIOH21976~RFU28365.18,2,1108,67,1
