sampleID,antigen,Block,FBG_Median,BG_Median,replicate
SID_gen1,MSP3.6,1,14701,1882,1
SID_gen1,ETRAMP10.2,1,5320,1362,1
SID_gen1,GAMA,1,36374,1392,1
SID_gen1,MSRP4,1,63464,1530,1
SID_gen1,MSP4,1,65535,2403,1
SID_gen1,RAMA,1,46939,1958,1
SID_gen1,ASP,1,34234,1590,1
SID_gen1,MSP3.6,1,20607,1980,2
SID_gen1,ETRAMP10.2,1,4388,1310,2
SID_gen1,GAMA,1,36621,1359,2
SID_gen1,MSRP4,1,65194,1536,2
SID_gen1,MSP4,1,65535,2576,2
SID_gen1,RAMA,1,49987,2237,2
SID_gen1,ASP,1,42646,1761,2
SID_gen1,MSP3.6,1,13541,1872,3
SID_gen1,ETRAMP10.2,1,5361,1319,3
SID_gen1,GAMA,1,34681,1333,3
SID_gen1,MSRP4,1,56547,1472,3
SID_gen1,MSP4,1,65535,1949,3
SID_gen1,RAMA,1,46645,1946,3
SID_gen1,ASP,1,27902,1692,3
SID_gen1,PFD1130W,1,4655,1649,1
SID_gen1,EBA140,1,19668,1558,1
SID_gen1,MSRP2,1,1986,1303,1
SID_gen1,MSRP5,1,2144,1229,1
SID_gen1,P34,1,3001,1267,1
SID_gen1,MSP8,1,13056,1323,1
SID_gen1,P12,1,5674,1399,1
SID_gen1,MSP6,1,17346,1482,1
SID_gen1,PFD1130W,1,3903,1296,2
SID_gen1,EBA140,1,15880,1344,2
SID_gen1,MSRP2,1,2039,1261,2
SID_gen1,MSRP5,1,2505,1182,2
SID_gen1,P34,1,2774,1178,2
SID_gen1,MSP8,1,12125,1163,2
SID_gen1,P12,1,5868,1177,2
SID_gen1,MSP6,1,19296,1345,2
SID_gen1,PFD1130W,1,3036,1083,3
SID_gen1,EBA140,1,1306,1142,3
SID_gen1,MSRP2,1,1095,1127,3
SID_gen1,MSRP5,1,2828,1118,3
SID_gen1,P34,1,2751,1124,3
SID_gen1,MSP8,1,10905,1107,3
SID_gen1,P12,1,5192,1109,3
SID_gen1,MSP6,1,17022,1338,3
SID_gen1,PF1400044,1,5509,1005,1
SID_gen1,MSP1,1,25404,1055,1
SID_gen1,RON6,1,5075,1018,1
SID_gen1,MSP9,1,6734,1023,1
SID_gen1,PTEX150,1,65535,1143,1
SID_gen1,SERA7,1,8696,1190,1
SID_gen1,MSP2,1,65535,1713,1
SID_gen1,SERA3,1,11907,1512,1
SID_gen1,PF1400044,1,5900,1070,2
SID_gen1,MSP1,1,26660,1126,2
SID_gen1,RON6,1,5160,1043,2
SID_gen1,MSP9,1,6147,1057,2
SID_gen1,PTEX150,1,65535,1215,2
SID_gen1,SERA7,1,7514,1239,2
SID_gen1,MSP2,1,65535,2515,2
SID_gen1,SERA3,1,13841,1556,2
SID_gen1,PF1400044,1,5122,1078,3
SID_gen1,MSP1,1,22673,1121,3
SID_gen1,RON6,1,4632,1119,3
SID_gen1,MSP9,1,7561,1216,3
SID_gen1,PTEX150,1,65535,1339,3
SID_gen1,SERA7,1,7659,1209,3
SID_gen1,MSP2,1,65535,2471,3
SID_gen1,SERA3,1,8315,1687,3
SID_gen1,P41,1,5518,1044,1
SID_gen1,RON3,1,6644,1039,1
SID_gen1,PF92,1,8215,1147,1
SID_gen1,MSRP1,1,65535,1608,1
SID_gen1,EBA175,1,65535,1738,1
SID_gen1,TLP,1,13650,1201,1
SID_gen1,PF3D7_0606800,1,5998,1460,1
SID_gen1,PFA0135W,1,2891,1244,1
SID_gen1,P41,1,5068,1026,2
SID_gen1,RON3,1,7482,1007,2
SID_gen1,PF92,1,8226,1147,2
SID_gen1,MSRP1,1,65535,1836,2
SID_gen1,EBA175,1,65535,2080,2
SID_gen1,TLP,1,15495,1120,2
SID_gen1,PF3D7_0606800,1,2451,1022,2
SID_gen1,PFA0135W,1,3143,991,2
SID_gen1,P41,1,5196,1036,3
SID_gen1,RON3,1,6383,1002,3
SID_gen1,PF92,1,6200,1145,3
SID_gen1,MSRP1,1,65535,1777,3
SID_gen1,EBA175,1,65535,2039,3
SID_gen1,TLP,1,11763,1075,3
SID_gen1,PF3D7_0606800,1,2200,918,3
SID_gen1,PFA0135W,1,3373,892,3
SID_gen1,PF3D7_0525800(IMC1g),1,10441,1027,1
SID_gen1,PF3D7_1460600(ISP3),1,6679,988,1
SID_gen1,PF3D7_1455300,1,8017,1037,1
SID_gen1,PF3D7_1025300,1,1522,1228,1
SID_gen1,PF3D7_0925900,1,5043,1494,1
SID_gen1,PF3D7_0831400,1,6247,1036,1
SID_gen1,PF3D7_0730800.2,1,65535,953,1
SID_gen1,PF3D7_1407800(PM4),1,937,916,1
SID_gen1,PF3D7_0525800(IMC1g),1,10487,1018,2
SID_gen1,PF3D7_1460600(ISP3),1,7210,998,2
SID_gen1,PF3D7_1455300,1,8794,996,2
SID_gen1,PF3D7_1025300,1,978,999,2
SID_gen1,PF3D7_0925900,1,3105,1025,2
SID_gen1,PF3D7_0831400,1,7515,995,2
SID_gen1,PF3D7_0730800.2,1,65535,1052,2
SID_gen1,PF3D7_1407800(PM4),1,1009,991,2
SID_gen1,PF3D7_0525800(IMC1g),1,9241,1050,3
SID_gen1,PF3D7_1460600(ISP3),1,5886,1037,3
SID_gen1,PF3D7_1455300,1,7630,1015,3
SID_gen1,PF3D7_1025300,1,999,969,3
SID_gen1,PF3D7_0925900,1,3319,960,3
SID_gen1,PF3D7_0831400,1,5799,982,3
SID_gen1,PF3D7_0730800.2,1,65535,1099,3
SID_gen1,PF3D7_1407800(PM4),1,1038,1024,3
SID_gen1,PF3D7_0629500_SEG2,1,19125,1066,1
SID_gen1,PF3D7_1345100,1,5279,1021,1
SID_gen1,PF3D7_0206200,1,5494,964,1
SID_gen1,PF3D7_1105800,1,6168,912,1
SID_gen1,PTRAMP,1,7949,906,1
SID_gen1,EBA181,1,13121,945,1
SID_gen1,CD4TAG,1,2593,1016,1
SID_gen1,SERA2,1,7263,976,1
SID_gen1,PF3D7_0629500_SEG2,1,16871,1026,2
SID_gen1,PF3D7_1345100,1,5741,969,2
SID_gen1,PF3D7_0206200,1,4730,919,2
SID_gen1,PF3D7_1105800,1,6199,890,2
SID_gen1,PTRAMP,1,8281,889,2
SID_gen1,EBA181,1,12150,949,2
SID_gen1,CD4TAG,1,2397,968,2
SID_gen1,SERA2,1,6864,924,2
SID_gen1,PF3D7_0629500_SEG2,1,18290,1037,3
SID_gen1,PF3D7_1345100,1,5252,953,3
SID_gen1,PF3D7_0206200,1,4573,908,3
SID_gen1,PF3D7_1105800,1,5137,887,3
SID_gen1,PTRAMP,1,6814,890,3
SID_gen1,EBA181,1,9763,946,3
SID_gen1,CD4TAG,1,2270,925,3
SID_gen1,SERA2,1,9061,907,3
SID_gen1,MSP1Block2K1flank,1,26623,1119,1
SID_gen1,MSP1Block2Wellcomefull,1,24981,1040,1
SID_gen1,MSP1Block2MAD20full,1,19311,950,1
SID_gen1,MSP3K1,1,1283,912,1
SID_gen1,MSPDBLC-terminal,1,13946,905,1
SID_gen1,Surfin4.2K1,1,12841,933,1
SID_gen1,MSPDBLN-terminal,1,13261,935,1
SID_gen1,Surfin4.2Conserved,1,10813,923,1
SID_gen1,MSP1Block2K1flank,1,25774,1315,2
SID_gen1,MSP1Block2Wellcomefull,1,23716,1182,2
SID_gen1,MSP1Block2MAD20full,1,17780,1062,2
SID_gen1,MSP3K1,1,1372,960,2
SID_gen1,MSPDBLC-terminal,1,13745,937,2
SID_gen1,Surfin4.2K1,1,12475,979,2
SID_gen1,MSPDBLN-terminal,1,13685,1024,2
SID_gen1,Surfin4.2Conserved,1,10184,988,2
SID_gen1,MSP1Block2K1flank,1,21953,1643,3
SID_gen1,MSP1Block2Wellcomefull,1,20835,1445,3
SID_gen1,MSP1Block2MAD20full,1,11710,1262,3
SID_gen1,MSP3K1,1,1608,1130,3
SID_gen1,MSPDBLC-terminal,1,11454,1037,3
SID_gen1,Surfin4.2K1,1,11305,1002,3
SID_gen1,MSPDBLN-terminal,1,10932,1055,3
SID_gen1,Surfin4.2Conserved,1,8753,1021,3
SID_gen1,PfD1160W18,1,33867,2132,1
SID_gen1,PfD1160W19,1,12818,1573,1
SID_gen1,MSP2CH15019DBL2,1,65535,2061,1
SID_gen1,GST,1,2540,1445,1
SID_gen1,PfD1160W18,1,19709,2523,2
SID_gen1,PfD1160W19,1,12354,1737,2
SID_gen1,MSP2CH15019DBL2,1,65535,3740,2
SID_gen1,GST,1,3055,1880,2
SID_gen1,PfD1160W18,1,16983,2169,3
SID_gen1,PfD1160W19,1,3894,1710,3
SID_gen1,MSP2CH15019DBL2,1,65535,4250,3
SID_gen1,GST,1,2745,1678,3
SID_gen1,SERA5,2,65535,2011,1
SID_gen1,MSP11,2,59961,1991,1
SID_gen1,RIPR,2,1645,1472,1
SID_gen1,SPATR,2,44096,1443,1
SID_gen1,MSP3,2,45291,1784,1
SID_gen1,PF3D7_1136200,2,7482,1718,1
SID_gen1,PFSEA,2,59414,1818,1
SID_gen1,SERA5,2,65535,2203,2
SID_gen1,MSP11,2,60792,2202,2
SID_gen1,RIPR,2,2095,1607,2
SID_gen1,SPATR,2,45383,1588,2
SID_gen1,MSP3,2,45060,1794,2
SID_gen1,PF3D7_1136200,2,9179,1645,2
SID_gen1,PFSEA,2,54955,2017,2
SID_gen1,SERA5,2,65535,2068,3
SID_gen1,MSP11,2,63331,2156,3
SID_gen1,RIPR,2,1993,1525,3
SID_gen1,SPATR,2,54659,1546,3
SID_gen1,MSP3,2,50899,1667,3
SID_gen1,PF3D7_1136200,2,9652,1637,3
SID_gen1,PFSEA,2,61491,1877,3
SID_gen1,AMA1,2,65535,2683,1
SID_gen1,SERA9,2,6803,2044,1
SID_gen1,MSP7,2,23564,1338,1
SID_gen1,PF10_0166,2,31513,1462,1
SID_gen1,MSP10,2,65535,1715,1
SID_gen1,MSP5,2,65535,1959,1
SID_gen1,MTRAP,2,2254,1701,1
SID_gen1,PF113,2,65535,2187,1
SID_gen1,AMA1,2,65535,3650,2
SID_gen1,SERA9,2,6217,2532,2
SID_gen1,MSP7,2,23048,1256,2
SID_gen1,PF10_0166,2,30452,1335,2
SID_gen1,MSP10,2,65535,1818,2
SID_gen1,MSP5,2,65535,2089,2
SID_gen1,MTRAP,2,2965,1569,2
SID_gen1,PF113,2,65535,1697,2
SID_gen1,AMA1,2,65535,3916,3
SID_gen1,SERA9,2,7502,2670,3
SID_gen1,MSP7,2,24671,1250,3
SID_gen1,PF10_0166,2,33760,1318,3
SID_gen1,MSP10,2,65535,1839,3
SID_gen1,MSP5,2,65535,2166,3
SID_gen1,MTRAP,2,2977,1560,3
SID_gen1,PF113,2,65535,1683,3
SID_gen1,H101,2,17981,1611,1
SID_gen1,PF3D7-1431400,2,9300,1356,1
SID_gen1,RHOPH3,2,2926,1097,1
SID_gen1,MSRP3,2,4143,1156,1
SID_gen1,PF13_0125,2,1959,1269,1
SID_gen1,RH5,2,4029,1598,1
SID_gen1,SERA4,2,5889,1356,1
SID_gen1,AARP,2,1380,1453,1
SID_gen1,H101,2,15855,1118,2
SID_gen1,PF3D7-1431400,2,10094,1118,2
SID_gen1,RHOPH3,2,3070,1021,2
SID_gen1,MSRP3,2,3629,1060,2
SID_gen1,PF13_0125,2,1334,1094,2
SID_gen1,RH5,2,3597,1106,2
SID_gen1,SERA4,2,6419,1187,2
SID_gen1,AARP,2,1305,1355,2
SID_gen1,H101,2,17432,1146,3
SID_gen1,PF3D7-1431400,2,8323,1106,3
SID_gen1,RHOPH3,2,3138,996,3
SID_gen1,MSRP3,2,4430,1049,3
SID_gen1,PF13_0125,2,2120,1102,3
SID_gen1,RH5,2,3800,1129,3
SID_gen1,SERA4,2,6674,1189,3
SID_gen1,AARP,2,1253,1318,3
SID_gen1,RH1,2,7165,1073,1
SID_gen1,MSP3.5,2,8489,1051,1
SID_gen1,PFA0210c,2,11905,975,1
SID_gen1,P38,2,2981,1014,1
SID_gen1,CLAG3.2,2,4138,1055,1
SID_gen1,RH2b,2,2884,1113,1
SID_gen1,PFA0445W,2,6632,1198,1
SID_gen1,PF3D7_1343700(KELCH),2,1464,1319,1
SID_gen1,RH1,2,9637,1013,2
SID_gen1,MSP3.5,2,9192,1045,2
SID_gen1,PFA0210c,2,12057,1020,2
SID_gen1,P38,2,4933,1035,2
SID_gen1,CLAG3.2,2,4996,1059,2
SID_gen1,RH2b,2,2934,1080,2
SID_gen1,PFA0445W,2,7098,1153,2
SID_gen1,PF3D7_1343700(KELCH),2,1455,1299,2
SID_gen1,RH1,2,7932,963,3
SID_gen1,MSP3.5,2,9221,1042,3
SID_gen1,PFA0210c,2,12325,1065,3
SID_gen1,P38,2,4696,1091,3
SID_gen1,CLAG3.2,2,5246,1142,3
SID_gen1,RH2b,2,2991,1134,3
SID_gen1,PFA0445W,2,6905,1159,3
SID_gen1,PF3D7_1343700(KELCH),2,1455,1317,3
SID_gen1,PF3D7_1401600(PHISTB),2,21523,937,1
SID_gen1,PF3D7-1137300,2,4643,998,1
SID_gen1,PF3D7_0830500,2,3759,1038,1
SID_gen1,PF3D7_1462300,2,2703,1097,1
SID_gen1,PF3D7_1229300,2,7332,1201,1
SID_gen1,PF3D7_1237900,2,1277,1249,1
SID_gen1,PF3D7_1252300,2,1246,1265,1
SID_gen1,PF3D7_0629500_SEG1,2,3292,1411,1
SID_gen1,PF3D7_1401600(PHISTB),2,21308,996,2
SID_gen1,PF3D7-1137300,2,5266,1046,2
SID_gen1,PF3D7_0830500,2,4503,1051,2
SID_gen1,PF3D7_1462300,2,3291,1108,2
SID_gen1,PF3D7_1229300,2,7093,1247,2
SID_gen1,PF3D7_1237900,2,1355,1391,2
SID_gen1,PF3D7_1252300,2,1555,1440,2
