sampleID,antigen,Block,FBG_Median,BG_Median,replicate
SID_gen1,AlexaAntiMouseAb~N/A,1,10204,85,1
SID_gen1,AlexaAntiMouseAb~N/A,1,10075,86,2
SID_gen1,ERa~N/A,1,1459,82,1
SID_gen1,ERa~N/A,1,1534,79,2
SID_gen1,HumanIgG1~N/A,1,617,80,1
SID_gen1,HumanIgG1~N/A,1,614,82,2
SID_gen1,HumanIgG2~N/A,1,1496,82,1
SID_gen1,HumanIgG2~N/A,1,1493,85,2
SID_gen1,HumanIgG3~N/A,1,10174,85,1
SID_gen1,HumanIgG3~N/A,1,9930,86,2
SID_gen1,HumanIgA2~N/A,1,2981,82,1
SID_gen1,HumanIgA2~N/A,1,2972,80,2
SID_gen1,HumanIgA1~N/A,1,793,80,1
SID_gen1,HumanIgA1~N/A,1,775,82,2
SID_gen1,BSA~N/A,1,3876,85,1
SID_gen1,BSA~N/A,1,3906,89,2
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU6263.27,1,484,88,1
SID_gen1,Hs~RefNM_000880.2~uORFIOH26652~RFU5848.75,1,518,87,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU22961.28,1,561,82,1
SID_gen1,Hs~RefNM_002061.1~uORFIOH25898~RFU21839.05,1,581,81,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU23288.85,1,1132,82,1
SID_gen1,Hs~MGCBC010074.2~uORFIOH13694~RFU24081.49,1,1129,81,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18004.25,1,1526,83,1
SID_gen1,Hs~RefNM_014042.1~uORFIOH5151~RFU18037.61,1,1564,85,1
SID_gen1,Internal_19970,1,816,86,1
SID_gen1,Internal_19970,1,849,88,2
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU22831.87,1,709,87,1
SID_gen1,Hs~RefNM_006163.1~uORFIOH6673~RFU23331.31,1,710,85,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,1,77,77,1
SID_gen1,Hs~RefNM_000849.1~uORFIOH4761~RFU0,1,75,79,2
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU24346.38,1,1037,82,1
SID_gen1,Hs~MGCBC000052.1~uORFIOH4650~RFU26507.94,1,1022,80,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU11377.01,1,8238,79,1
SID_gen1,Hs~MGCBC005332.1~uORFIOH7177~RFU12187.85,1,8368,81,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU25244.16,1,894,85,1
SID_gen1,Hs~RefNM_004596.1~uORFIOH6628~RFU24507.13,1,866,87,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,1,85,82,1
SID_gen1,Hs~RefNM_006399.2~uORFIOH21626~RFU0,1,79,79,2
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14967.14,1,1259,78,1
SID_gen1,Hs~RefNM_152285.1~uORFIOH21698~RFU14939.84,1,1233,79,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15832.58,1,1316,82,1
SID_gen1,Hs~MGCBC033437.1~uORFIOH27326~RFU15806.29,1,1281,82,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,1,75,78,1
SID_gen1,Hs~MGCBC030524.1~uORFIOH21689~RFU0,1,77,79,2
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU1795.57,1,491,90,1
SID_gen1,Hs~RefNM_005567.2~uORFIOH3566~RFU2052.79,1,485,88,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU15479.73,1,824,83,1
SID_gen1,Hs~RefNM_020854.2~uORFIOH9686~RFU17863.71,1,897,81,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36391.67,1,1064,82,1
SID_gen1,Hs~MGCBC068448.1~uORFIOH40093~RFU36052.98,1,1005,84,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12233.34,1,728,87,1
SID_gen1,Hs~RefNM_006078.2~uORFIOH40316~RFU12495.2,1,739,88,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3352.54,1,527,88,1
SID_gen1,Hs~MGCBC062344.1~uORFIOH40702~RFU3284.8,1,469,87,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4512.18,1,532,91,1
SID_gen1,Hs~MGCBC062422.1~uORFIOH40746~RFU4623.4,1,578,94,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2363.77,1,510,89,1
SID_gen1,Hs~RefNM_015568.2~uORFIOH37988~RFU2797.49,1,501,87,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU8576.48,1,867,88,1
SID_gen1,Hs~RefNM_178275.3~uORFIOH38420~RFU7843.49,1,876,87,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3563.85,1,424,98,1
SID_gen1,Hs~RefNM_020662.1~uORFIOH37719~RFU3332.32,1,461,90,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU11821.86,1,494,93,1
SID_gen1,Hs~RefNM_000879.2~uORFIOH40150~RFU10069.16,1,420,240,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU37801.03,1,552,99,1
SID_gen1,Hs~MGCBC069505.1~uORFIOH40261~RFU35777.98,1,628,106,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU32322.5,1,19204,84,1
SID_gen1,Hs~RefNM_205853.1~uORFIOH43061~RFU33068.23,1,20281,87,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU18591.65,1,997,87,1
SID_gen1,Hs~RefXM_379117.1~uORFIOH43619~RFU19900.88,1,1001,87,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13178.88,1,585,91,1
SID_gen1,Hs~RefNM_000609.3~uORFIOH40945~RFU13503.18,1,536,90,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU10085.94,1,1440,90,1
SID_gen1,Hs~RefNM_173456.1~uORFIOH45493~RFU11343.94,1,1310,90,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU16154.08,1,1471,85,1
SID_gen1,Hs~RefNM_177524.1~uORFIOH45900~RFU18975.84,1,1449,89,1
SID_gen1,Hs~RefNM_170672.1~uORFIOH27295~RFU30551.01,1,1293,80,1
SID_gen1,Hs~RefNM_170672.1~uORFIOH27295~RFU46088.36,1,1349,83,1
SID_gen1,Hs~MGCBC054004.1~uORFIOH29012~RFU43392.12,1,3166,85,1
SID_gen1,Hs~MGCBC054004.1~uORFIOH29012~RFU42432,1,3176,86,1
SID_gen1,Hs~MGCBC041132.1~uORFIOH26140~RFU10604.59,1,642,84,1
SID_gen1,Hs~MGCBC041132.1~uORFIOH26140~RFU9042.19,1,625,83,1
SID_gen1,Hs~RefNM_203422.1~uORFIOH29035~RFU17725.91,1,2531,83,1
SID_gen1,Hs~RefNM_203422.1~uORFIOH29035~RFU19331.49,1,2520,84,1
