sampleID,sample_array_ID,antigen,FMedian,BGMedian,FMedianBG_correct,Block,Column,Row,replicate,iden
533,1,H101,65535,10103,55432,2,1,8,2,KK2-17_first
533,1,PF3D7-1431400,65535,9593,55942,2,2,8,2,KK2-17_first
533,1,RHOPH3,65535,9542,55993,2,3,8,2,KK2-17_first
533,1,MSRP3,64793,9390,55403,2,4,8,2,KK2-17_first
533,1,PF13_0125,20550,8505,12045,2,5,8,2,KK2-17_first
533,1,RH5,61093,8482,52611,2,6,8,2,KK2-17_first
533,1,SERA4,65535,9353,56182,2,7,8,2,KK2-17_first
533,1,AARP,11401,10985,416,2,8,8,2,KK2-17_first
533,1,H101,65535,10133,55402,2,1,9,3,KK2-17_first
533,1,PF3D7-1431400,65535,9733,55802,2,2,9,3,KK2-17_first
533,1,RHOPH3,65535,9690,55845,2,3,9,3,KK2-17_first
533,1,MSRP3,64133,9408,54725,2,4,9,3,KK2-17_first
533,1,PF13_0125,11787,8200,3587,2,5,9,3,KK2-17_first
533,1,RH5,60467,8078,52389,2,6,9,3,KK2-17_first
533,1,SERA4,65535,9413,56122,2,7,9,3,KK2-17_first
533,1,AARP,11118,11075,43,2,8,9,3,KK2-17_first
533,1,RH1,65535,10497,55038,2,1,10,1,KK2-17_first
533,1,MSP3.5,65535,11020,54515,2,2,10,1,KK2-17_first
533,1,PFA0210c,65535,9847,55688,2,3,10,1,KK2-17_first
533,1,P38,65535,9182,56353,2,4,10,1,KK2-17_first
533,1,CLAG3.2,57771,8444,49327,2,5,10,1,KK2-17_first
533,1,RH2b,32831,8177,24654,2,6,10,1,KK2-17_first
533,1,PFA0445W,65535,8816,56719,2,7,10,1,KK2-17_first
533,1,PF3D7_1343700(KELCH),11683,10542,1141,2,8,10,1,KK2-17_first
533,1,RH1,65535,11037,54498,2,1,11,2,KK2-17_first
533,1,MSP3.5,65535,11596,53939,2,2,11,2,KK2-17_first
533,1,PFA0210c,65535,10189,55346,2,3,11,2,KK2-17_first
533,1,P38,65535,9190,56345,2,4,11,2,KK2-17_first
533,1,CLAG3.2,65169,9024,56145,2,5,11,2,KK2-17_first
533,1,RH2b,46145,8302,37843,2,6,11,2,KK2-17_first
533,1,PFA0445W,65535,8664,56871,2,7,11,2,KK2-17_first
533,1,PF3D7_1343700(KELCH),10209,9744,465,2,8,11,2,KK2-17_first
533,1,RH1,65535,10860,54675,2,1,12,3,KK2-17_first
533,1,MSP3.5,65535,11577,53958,2,2,12,3,KK2-17_first
533,1,PFA0210c,65535,10006,55529,2,3,12,3,KK2-17_first
533,1,P38,65535,9245,56290,2,4,12,3,KK2-17_first
533,1,CLAG3.2,61777,9082,52695,2,5,12,3,KK2-17_first
533,1,RH2b,43047,8494,34553,2,6,12,3,KK2-17_first
533,1,PFA0445W,65535,8760,56775,2,7,12,3,KK2-17_first
533,1,PF3D7_1343700(KELCH),11041,10301,740,2,8,12,3,KK2-17_first
533,1,PF3D7_1401600(PHISTB),65535,9675,55860,2,1,13,1,KK2-17_first
533,1,PF3D7-1137300,65535,10031,55504,2,2,13,1,KK2-17_first
533,1,PF3D7_0830500,57012,9180,47832,2,3,13,1,KK2-17_first
533,1,PF3D7_1462300,39169,8735,30434,2,4,13,1,KK2-17_first
533,1,PF3D7_1229300,65535,8720,56815,2,5,13,1,KK2-17_first
533,1,PF3D7_1237900,9023,8565,458,2,6,13,1,KK2-17_first
533,1,PF3D7_1252300,8311,8632,-321,2,7,13,1,KK2-17_first
533,1,PF3D7_0629500_SEG1,41617,10925,30692,2,8,13,1,KK2-17_first
533,1,PF3D7_1401600(PHISTB),65535,9664,55871,2,1,14,2,KK2-17_first
533,1,PF3D7-1137300,65535,10130,55405,2,2,14,2,KK2-17_first
533,1,PF3D7_0830500,46632,9550,37082,2,3,14,2,KK2-17_first
533,1,PF3D7_1462300,47752,9099,38653,2,4,14,2,KK2-17_first
533,1,PF3D7_1229300,65535,9164,56371,2,5,14,2,KK2-17_first
533,1,PF3D7_1237900,9244,9091,153,2,6,14,2,KK2-17_first
533,1,PF3D7_1252300,8922,9277,-355,2,7,14,2,KK2-17_first
533,1,PF3D7_0629500_SEG1,53139,12097,41042,2,8,14,2,KK2-17_first
533,1,PF3D7_1401600(PHISTB),65535,10987,54548,2,1,15,3,KK2-17_first
533,1,PF3D7-1137300,65535,13482,52053,2,2,15,3,KK2-17_first
