Block,Column,Row,Name,ID,F635 Median,B635,B635 Median,SNR 635,F635 Median - B635,global_BGMedian,minimum_BGMedian,sample,sampleID,sample_array_ID
10,2,5,SERA9,1A4,6377,1031,1031,1.317,5346,897,804,5,S_g5,5
10,3,5,MSP7,1G4,10764,859,859,2.609,9905,897,804,5,S_g5,5
10,4,5,PF10_0166,1C6,17942,913,913,2.388,17029,897,804,5,S_g5,5
10,5,5,MSP10,1.00E+06,65535,2673,2673,2.854,62862,897,804,5,S_g5,5
10,6,5,MSP5,1A2,65353,2608,2608,2.901,62745,897,804,5,S_g5,5
10,7,5,MTRAP,1G2,3611,1243,1243,-0.1,2368,897,804,5,S_g5,5
10,8,5,PF113,1C4,15017,1025,1025,1.889,13992,897,804,5,S_g5,5
10,1,6,AMA1,1.00E+02,65535,1278,1278,4.013,64257,897,804,5,S_g5,5
10,2,6,SERA9,1A4,5570,1177,1177,0.871,4393,897,804,5,S_g5,5
10,3,6,MSP7,1G4,12796,1058,1058,2.573,11738,897,804,5,S_g5,5
10,4,6,PF10_0166,1C6,24054,1083,1083,1.949,22971,897,804,5,S_g5,5
10,5,6,MSP10,1.00E+06,65535,1627,1627,3.183,63908,897,804,5,S_g5,5
10,6,6,MSP5,1A2,65535,1962,1962,3.523,63573,897,804,5,S_g5,5
10,7,6,MTRAP,1G2,4144,1099,1099,0.045,3045,897,804,5,S_g5,5
10,8,6,PF113,1C4,15280,1009,1009,1.48,14271,897,804,5,S_g5,5
10,1,7,H101,1M1,13942,1082,1082,1.227,12860,897,804,5,S_g5,5
10,2,7,PF3D7-1431400,1I3,8713,1120,1120,5.612,7593,897,804,5,S_g5,5
10,3,7,RHOPH3,1O3,3976,1099,1099,2.13,2877,897,804,5,S_g5,5
10,4,7,MSRP3,1K5,4731,1123,1123,0.71,3608,897,804,5,S_g5,5
10,5,7,PF13_0125,1M5,1590,1160,1160,0.056,430,897,804,5,S_g5,5
10,6,7,RH5,1I1,3840,1108,1108,0.899,2732,897,804,5,S_g5,5
10,7,7,SERA4,1O1,5605,991,991,4.225,4614,897,804,5,S_g5,5
10,8,7,AARP,1K3,939,988,988,-0.202,-49,897,804,5,S_g5,5
10,1,8,H101,1M1,15106,973,973,5.623,14133,897,804,5,S_g5,5
10,2,8,PF3D7-1431400,1I3,11806,999,999,5.558,10807,897,804,5,S_g5,5
10,3,8,RHOPH3,1O3,3222,987,987,2.335,2235,897,804,5,S_g5,5
10,4,8,MSRP3,1K5,3576,1024,1024,2.05,2552,897,804,5,S_g5,5
10,5,8,PF13_0125,1M5,1520,1052,1052,3.114,468,897,804,5,S_g5,5
10,6,8,RH5,1I1,4542,1065,1065,13.921,3477,897,804,5,S_g5,5
10,7,8,SERA4,1O1,7084,1066,1066,7.304,6018,897,804,5,S_g5,5
10,8,8,AARP,1K3,1080,1015,1015,0.025,65,897,804,5,S_g5,5
10,1,9,H101,1M1,14932,926,926,4.717,14006,897,804,5,S_g5,5
10,2,9,PF3D7-1431400,1I3,10611,939,939,4.823,9672,897,804,5,S_g5,5
10,3,9,RHOPH3,1O3,2612,930,930,1.446,1682,897,804,5,S_g5,5
10,4,9,MSRP3,1K5,3641,951,951,2.874,2690,897,804,5,S_g5,5
10,5,9,PF13_0125,1M5,1585,945,945,15.876,640,897,804,5,S_g5,5
10,6,9,RH5,1I1,3534,959,959,9.553,2575,897,804,5,S_g5,5
10,7,9,SERA4,1O1,6607,990,990,7.505,5617,897,804,5,S_g5,5
10,8,9,AARP,1K3,997,976,976,-0.097,21,897,804,5,S_g5,5
10,1,10,RH1,1M2,9120,889,889,6.082,8231,897,804,5,S_g5,5
10,2,10,MSP3.5,1I4,14553,904,904,8.954,13649,897,804,5,S_g5,5
10,3,10,PFA0210c,1O4,6357,886,886,3.629,5471,897,804,5,S_g5,5
10,4,10,P38,1K6,20526,880,880,8.347,19646,897,804,5,S_g5,5
10,5,10,CLAG3.2,1M6,5541,855,855,8.081,4686,897,804,5,S_g5,5
10,6,10,RH2b,1I2,3478,830,830,8.968,2648,897,804,5,S_g5,5
10,7,10,PFA0445W,1O2,9340,860,860,8.8,8480,897,804,5,S_g5,5
10,8,10,PF3D7_1343700(KELCH),1K4,1104,873,873,0.257,231,897,804,5,S_g5,5
10,1,11,RH1,1M2,10052,936,936,10.627,9116,897,804,5,S_g5,5
10,2,11,MSP3.5,1I4,14431,936,936,15.739,13495,897,804,5,S_g5,5
10,3,11,PFA0210c,1O4,7611,903,903,12.935,6708,897,804,5,S_g5,5
10,4,11,P38,1K6,32523,902,902,22.394,31621,897,804,5,S_g5,5
10,5,11,CLAG3.2,1M6,5592,856,856,8.422,4736,897,804,5,S_g5,5
10,6,11,RH2b,1I2,4461,813,813,8.249,3648,897,804,5,S_g5,5
10,7,11,PFA0445W,1O2,9750,835,835,7.562,8915,897,804,5,S_g5,5
10,8,11,PF3D7_1343700(KELCH),1K4,1116,848,848,0.203,268,897,804,5,S_g5,5
10,1,12,RH1,1M2,11285,939,939,11.42,10346,897,804,5,S_g5,5
10,2,12,MSP3.5,1I4,15354,936,936,14.678,14418,897,804,5,S_g5,5
10,3,12,PFA0210c,1O4,8402,913,913,12.219,7489,897,804,5,S_g5,5
10,4,12,P38,1K6,35679,946,946,27.479,34733,897,804,5,S_g5,5
10,5,12,CLAG3.2,1M6,6670,967,967,6.002,5703,897,804,5,S_g5,5
10,6,12,RH2b,1I2,5705,894,894,4.58,4811,897,804,5,S_g5,5
10,7,12,PFA0445W,1O2,8260,889,889,2.75,7371,897,804,5,S_g5,5
10,8,12,PF3D7_1343700(KELCH),1K4,1177,876,876,0.061,301,897,804,5,S_g5,5
10,1,13,PF3D7_1401600(PHISTB),1.00E+07,14367,844,844,15.471,13523,897,804,5,S_g5,5
10,2,13,PF3D7-1137300,1A9,7539,849,849,17.871,6690,897,804,5,S_g5,5
10,3,13,PF3D7_0830500,1G9,3450,844,844,7.188,2606,897,804,5,S_g5,5
10,4,13,PF3D7_1462300,1C11,2093,864,864,4.182,1229,897,804,5,S_g5,5
10,5,13,PF3D7_1229300,1.00E+11,9690,939,939,5.973,8751,897,804,5,S_g5,5
10,6,13,PF3D7_1237900,1A7,1003,953,953,-0.088,50,897,804,5,S_g5,5
10,7,13,PF3D7_1252300,1G7,977,956,956,-0.149,21,897,804,5,S_g5,5
10,8,13,PF3D7_0629500_SEG1,1C9,4249,951,951,14.933,3298,897,804,5,S_g5,5
10,1,14,PF3D7_1401600(PHISTB),1.00E+07,13615,821,821,8.998,12794,897,804,5,S_g5,5
10,2,14,PF3D7-1137300,1A9,6402,837,837,3.264,5565,897,804,5,S_g5,5
10,3,14,PF3D7_0830500,1G9,2795,820,820,2.055,1975,897,804,5,S_g5,5
10,4,14,PF3D7_1462300,1C11,3201,822,822,9.923,2379,897,804,5,S_g5,5
10,5,14,PF3D7_1229300,1.00E+11,8606,862,862,9.982,7744,897,804,5,S_g5,5
10,6,14,PF3D7_1237900,1A7,824,886,886,0.307,-62,897,804,5,S_g5,5
10,7,14,PF3D7_1252300,1G7,854,917,917,-0.44,-63,897,804,5,S_g5,5
10,8,14,PF3D7_0629500_SEG1,1C9,5277,1022,1022,2.85,4255,897,804,5,S_g5,5
10,1,15,PF3D7_1401600(PHISTB),1.00E+07,18581,804,804,13.304,17777,897,804,5,S_g5,5
10,2,15,PF3D7-1137300,1A9,11293,816,816,5.225,10477,897,804,5,S_g5,5
10,3,15,PF3D7_0830500,1G9,4549,807,807,4.545,3742,897,804,5,S_g5,5
10,4,15,PF3D7_1462300,1C11,2953,823,823,5.382,2130,897,804,5,S_g5,5
10,5,15,PF3D7_1229300,1.00E+11,11067,885,885,6.245,10182,897,804,5,S_g5,5
10,6,15,PF3D7_1237900,1A7,883,915,915,-0.124,-32,897,804,5,S_g5,5
10,7,15,PF3D7_1252300,1G7,850,892,892,-0.195,-42,897,804,5,S_g5,5
10,8,15,PF3D7_0629500_SEG1,1C9,4331,1023,1023,2.317,3308,897,804,5,S_g5,5
10,1,16,MSP1Block2PaloAltorepeat,1.00E+08,6889,830,830,3.175,6059,897,804,5,S_g5,5
10,2,16,MSP1Block23D7full,1A10,6069,825,825,2.928,5244,897,804,5,S_g5,5
10,3,16,MSP1Block2MAD20repeat,1G10,18425,856,856,9.848,17569,897,804,5,S_g5,5
10,4,16,MSP2CHO,1C12,56162,978,978,29.192,55184,897,804,5,S_g5,5
10,5,16,MBP,1.00E+12,18557,1115,1115,7.769,17442,897,804,5,S_g5,5
10,6,16,MSP2DD2,1A8,65535,1394,1394,7.052,64141,897,804,5,S_g5,5
10,7,16,MSP33D7,1G8,4375,1072,1072,0.417,3303,897,804,5,S_g5,5
10,8,16,MSP1Block17,1C10,55658,1159,1159,23.653,54499,897,804,5,S_g5,5
10,1,17,MSP1Block2PaloAltorepeat,1.00E+08,6824,858,858,1.483,5966,897,804,5,S_g5,5
10,2,17,MSP1Block23D7full,1A10,9455,889,889,5.011,8566,897,804,5,S_g5,5
10,3,17,MSP1Block2MAD20repeat,1G10,15042,995,995,31.304,14047,897,804,5,S_g5,5
10,4,17,MSP2CHO,1C12,55761,1087,1087,28.01,54674,897,804,5,S_g5,5
10,5,17,MBP,1.00E+12,20195,1273,1273,10.022,18922,897,804,5,S_g5,5
10,6,17,MSP2DD2,1A8,65535,1993,1993,4.534,63542,897,804,5,S_g5,5
10,7,17,MSP33D7,1G8,5163,1550,1550,0.424,3613,897,804,5,S_g5,5
10,8,17,MSP1Block17,1C10,59163,1330,1330,19.553,57833,897,804,5,S_g5,5
10,1,18,MSP1Block2PaloAltorepeat,1.00E+08,9114,895,895,2.098,8219,897,804,5,S_g5,5
10,2,18,MSP1Block23D7full,1A10,8487,982,982,1.346,7505,897,804,5,S_g5,5
10,3,18,MSP1Block2MAD20repeat,1G10,16255,1030,1030,42.024,15225,897,804,5,S_g5,5
10,4,18,MSP2CHO,1C12,64326,1116,1116,38.821,63210,897,804,5,S_g5,5
10,5,18,MBP,1.00E+12,18981,1301,1301,9.656,17680,897,804,5,S_g5,5
10,6,18,MSP2DD2,1A8,65535,2023,2023,3.977,63512,897,804,5,S_g5,5
10,7,18,MSP33D7,1G8,4575,1646,1646,0.263,2929,897,804,5,S_g5,5
10,8,18,MSP1Block17,1C10,54419,1277,1277,15.086,53142,897,804,5,S_g5,5
10,1,19,Surfin4.2K1A,1M7,5724,991,991,1.733,4733,897,804,5,S_g5,5
10,2,19,Surfin4.23D7A,1I9,30815,1016,1016,5.889,29799,897,804,5,S_g5,5
10,3,19,MSPDBL2N-terminal,1O9,40758,1067,1067,79.515,39691,897,804,5,S_g5,5
10,4,19,MSP1Block2R033,1K11,18656,1107,1107,26.304,17549,897,804,5,S_g5,5
10,5,19,MSPDBL2C-terminal,1M11,23019,1194,1194,16.128,21825,897,804,5,S_g5,5
10,6,19,Surfin4.23D7B,1I7,1819,1247,1247,-0.045,572,897,804,5,S_g5,5
10,7,19,MSP1Block23D7repeat,1O7,21719,1190,1190,5.784,20529,897,804,5,S_g5,5
10,8,19,MSP1Block2Wellcomerepeat,1K9,18035,1212,1212,12.009,16823,897,804,5,S_g5,5
10,1,20,Surfin4.2K1A,1M7,6101,981,981,11.799,5120,897,804,5,S_g5,5
10,2,20,Surfin4.23D7A,1I9,41915,995,995,46.134,40920,897,804,5,S_g5,5
10,3,20,MSPDBL2N-terminal,1O9,48253,1074,1074,59.837,47179,897,804,5,S_g5,5
10,4,20,MSP1Block2R033,1K11,17791,1091,1091,14.956,16700,897,804,5,S_g5,5
10,5,20,MSPDBL2C-terminal,1M11,28648,1141,1141,17.188,27507,897,804,5,S_g5,5
10,6,20,Surfin4.23D7B,1I7,1911,1183,1183,1.04,728,897,804,5,S_g5,5
10,7,20,MSP1Block23D7repeat,1O7,25132,1241,1241,14.903,23891,897,804,5,S_g5,5
10,8,20,MSP1Block2Wellcomerepeat,1K9,21331,1337,1337,8.207,19994,897,804,5,S_g5,5
10,1,21,Surfin4.2K1A,1M7,4517,1237,1237,2.747,3280,897,804,5,S_g5,5
10,2,21,Surfin4.23D7A,1I9,34281,1282,1282,27.054,32999,897,804,5,S_g5,5
10,3,21,MSPDBL2N-terminal,1O9,50386,1430,1430,26.05,48956,897,804,5,S_g5,5
10,4,21,MSP1Block2R033,1K11,23571,1447,1447,11.882,22124,897,804,5,S_g5,5
10,5,21,MSPDBL2C-terminal,1M11,34471,1466,1466,21.728,33005,897,804,5,S_g5,5
10,6,21,Surfin4.23D7B,1I7,2100,1564,1564,0.193,536,897,804,5,S_g5,5
10,7,21,MSP1Block23D7repeat,1O7,33530,2001,2001,2.886,31529,897,804,5,S_g5,5
10,8,21,MSP1Block2Wellcomerepeat,1K9,21049,1799,1799,2.573,19250,897,804,5,S_g5,5
10,1,22,Buffer,1M8,2027,2516,2516,-0.522,-489,897,804,5,S_g5,5
10,2,22,Buffer,1I10,3106,3184,3184,-0.166,-78,897,804,5,S_g5,5
10,3,22,Buffer,1O10,5078,4448,4448,0.468,630,897,804,5,S_g5,5
10,4,22,Buffer,1K12,6206,5551,5551,0.522,655,897,804,5,S_g5,5
10,5,22,Buffer,1M12,5687,5586,5586,0.453,101,897,804,5,S_g5,5
10,6,22,Buffer,1I8,7457,5904,5904,-0.086,1553,897,804,5,S_g5,5
10,7,22,CommercialHumanIgG,1O8,65535,12447,12447,1.622,53088,897,804,5,S_g5,5
10,8,22,Landmark,1K10,65535,14639,14639,1.738,50896,897,804,5,S_g5,5
10,1,23,Buffer,1M8,3668,3358,3358,0.418,310,897,804,5,S_g5,5
10,2,23,Buffer,1I10,5041,4189,4189,0.744,852,897,804,5,S_g5,5
10,3,23,Buffer,1O10,6668,5350,5350,1.279,1318,897,804,5,S_g5,5
10,4,23,Buffer,1K12,7661,6911,6911,0.761,750,897,804,5,S_g5,5
10,5,23,Buffer,1M12,12345,7611,7611,2.478,4734,897,804,5,S_g5,5
10,6,23,Buffer,1I8,23044,8578,8578,0.828,14466,897,804,5,S_g5,5
10,7,23,CommercialHumanIgG,1O8,65535,44879,44879,1.065,20656,897,804,5,S_g5,5
10,8,23,Landmark,1K10,65535,33537,33537,1.116,31998,897,804,5,S_g5,5
10,1,24,Buffer,1M8,1552,1029,1029,0,523,897,804,5,S_g5,5
10,2,24,Buffer,1I10,2310,1394,1394,0.062,916,897,804,5,S_g5,5
10,3,24,Buffer,1O10,3654,2195,2195,0.059,1459,897,804,5,S_g5,5
10,4,24,Buffer,1K12,6095,4222,4222,0.254,1873,897,804,5,S_g5,5
10,5,24,Buffer,1M12,11793,6971,6971,1.704,4822,897,804,5,S_g5,5
10,6,24,Buffer,1I8,23737,8721,8721,0.838,15016,897,804,5,S_g5,5
10,7,24,CommercialHumanIgG,1O8,65535,35694,35694,1.198,29841,897,804,5,S_g5,5
10,8,24,Landmark,1K10,65535,28059,28059,1.322,37476,897,804,5,S_g5,5
11,1,1,Landmark,1F1,65535,4456,4456,3.502,61079,897,683,6,S_g6,6
11,2,1,MSP3.6,1B3,7393,3412,3412,0.149,3981,897,683,6,S_g6,6
11,3,1,ETRAMP10.2,1H3,3305,1486,1486,1.232,1819,897,683,6,S_g6,6
11,4,1,GAMA,1D5,5176,1203,1203,1.834,3973,897,683,6,S_g6,6
11,5,1,MSRP4,1F5,11063,1167,1167,1.375,9896,897,683,6,S_g6,6
11,6,1,MSP4,1B1,65535,1535,1535,3.831,64000,897,683,6,S_g6,6
11,7,1,RAMA,1H1,3834,1239,1239,0.255,2595,897,683,6,S_g6,6
11,8,1,ASP,1D3,11264,1033,1033,2.733,10231,897,683,6,S_g6,6
11,1,2,Landmark,1F1,65535,5520,5520,2.329,60015,897,683,6,S_g6,6
11,2,2,MSP3.6,1B3,11541,4778,4778,0.366,6763,897,683,6,S_g6,6
11,3,2,ETRAMP10.2,1H3,4299,1943,1943,1.143,2356,897,683,6,S_g6,6
11,4,2,GAMA,1D5,4808,1290,1290,0.566,3518,897,683,6,S_g6,6
11,5,2,MSRP4,1F5,10496,1246,1246,1.154,9250,897,683,6,S_g6,6
11,6,2,MSP4,1B1,65535,1553,1553,2.796,63982,897,683,6,S_g6,6
11,7,2,RAMA,1H1,3902,1331,1331,0.397,2571,897,683,6,S_g6,6
11,8,2,ASP,1D3,8659,1143,1143,1.083,7516,897,683,6,S_g6,6
11,1,3,Landmark,1F1,65535,4650,4650,2.156,60885,897,683,6,S_g6,6
11,2,3,MSP3.6,1B3,8733,4486,4486,0.116,4247,897,683,6,S_g6,6
11,3,3,ETRAMP10.2,1H3,4515,2618,2618,0.681,1897,897,683,6,S_g6,6
11,4,3,GAMA,1D5,5800,1430,1430,2.495,4370,897,683,6,S_g6,6
11,5,3,MSRP4,1F5,11722,1210,1210,0.699,10512,897,683,6,S_g6,6
11,6,3,MSP4,1B1,65535,1274,1274,2.366,64261,897,683,6,S_g6,6
11,7,3,RAMA,1H1,4140,1127,1127,0.246,3013,897,683,6,S_g6,6
11,8,3,ASP,1D3,10246,1024,1024,1.417,9222,897,683,6,S_g6,6
11,1,4,PFD1130W,1F2,2714,1421,1421,-0.279,1293,897,683,6,S_g6,6
11,2,4,EBA140,1B4,2651,3394,3394,-0.292,-743,897,683,6,S_g6,6
11,3,4,MSRP2,1H4,14380,3325,3325,1.701,11055,897,683,6,S_g6,6
11,4,4,MSRP5,1D6,1965,1516,1516,0.142,449,897,683,6,S_g6,6
11,5,4,P34,1F6,1708,998,998,0.01,710,897,683,6,S_g6,6
11,6,4,MSP8,1B2,5921,898,898,0.135,5023,897,683,6,S_g6,6
11,7,4,P12,1H2,3111,874,874,0.752,2237,897,683,6,S_g6,6
11,8,4,MSP6,1D4,4438,865,865,0.473,3573,897,683,6,S_g6,6
11,1,5,PFD1130W,1F2,2280,1073,1073,1.52,1207,897,683,6,S_g6,6
11,2,5,EBA140,1B4,1407,1438,1438,-0.26,-31,897,683,6,S_g6,6
11,3,5,MSRP2,1H4,60981,2388,2388,4.246,58593,897,683,6,S_g6,6
11,4,5,MSRP5,1D6,3193,1331,1331,0.242,1862,897,683,6,S_g6,6
11,5,5,P34,1F6,2577,971,971,2.123,1606,897,683,6,S_g6,6
11,6,5,MSP8,1B2,6321,809,809,4.743,5512,897,683,6,S_g6,6
11,7,5,P12,1H2,3117,759,759,1.762,2358,897,683,6,S_g6,6
11,8,5,MSP6,1D4,3970,765,765,0.272,3205,897,683,6,S_g6,6
11,1,6,PFD1130W,1F2,2291,975,975,4.008,1316,897,683,6,S_g6,6
11,2,6,EBA140,1B4,1102,1120,1120,-0.202,-18,897,683,6,S_g6,6
11,3,6,MSRP2,1H4,58650,1529,1529,2.895,57121,897,683,6,S_g6,6
11,4,6,MSRP5,1D6,2885,1197,1197,0.3,1688,897,683,6,S_g6,6
11,5,6,P34,1F6,1891,932,932,0.842,959,897,683,6,S_g6,6
11,6,6,MSP8,1B2,5874,790,790,4.954,5084,897,683,6,S_g6,6
11,7,6,P12,1H2,3181,759,759,1.221,2422,897,683,6,S_g6,6
11,8,6,MSP6,1D4,4249,763,763,0.555,3486,897,683,6,S_g6,6
11,1,7,PF1400044,1N1,2995,930,930,3.534,2065,897,683,6,S_g6,6
11,2,7,MSP1,1J3,3065,981,981,1.126,2084,897,683,6,S_g6,6
11,3,7,RON6,1P3,2616,1025,1025,-0.105,1591,897,683,6,S_g6,6
11,4,7,MSP9,1L5,3484,956,956,1.297,2528,897,683,6,S_g6,6
11,5,7,PTEX150,1N5,7132,855,855,3.27,6277,897,683,6,S_g6,6
11,6,7,SERA7,1J1,3384,788,788,2.816,2596,897,683,6,S_g6,6
11,7,7,MSP2,1P1,11407,763,763,3.926,10644,897,683,6,S_g6,6
11,8,7,SERA3,1L3,5563,758,758,2.404,4805,897,683,6,S_g6,6
11,1,8,PF1400044,1N1,3436,909,909,6.76,2527,897,683,6,S_g6,6
11,2,8,MSP1,1J3,2851,945,945,3.801,1906,897,683,6,S_g6,6
11,3,8,RON6,1P3,3138,937,937,6.499,2201,897,683,6,S_g6,6
11,4,8,MSP9,1L5,3307,905,905,1.615,2402,897,683,6,S_g6,6
11,5,8,PTEX150,1N5,7012,869,869,3.237,6143,897,683,6,S_g6,6
11,6,8,SERA7,1J1,4005,815,815,2.461,3190,897,683,6,S_g6,6
11,7,8,MSP2,1P1,10731,774,774,3.092,9957,897,683,6,S_g6,6
11,8,8,SERA3,1L3,5772,754,754,3.042,5018,897,683,6,S_g6,6
11,1,9,PF1400044,1N1,3003,904,904,6.701,2099,897,683,6,S_g6,6
11,2,9,MSP1,1J3,3153,919,919,5.289,2234,897,683,6,S_g6,6
11,3,9,RON6,1P3,3283,944,944,3.016,2339,897,683,6,S_g6,6
11,4,9,MSP9,1L5,3141,989,989,1.443,2152,897,683,6,S_g6,6
11,5,9,PTEX150,1N5,6983,964,964,2.025,6019,897,683,6,S_g6,6
11,6,9,SERA7,1J1,4193,873,873,1.882,3320,897,683,6,S_g6,6
11,7,9,MSP2,1P1,11289,798,798,3.221,10491,897,683,6,S_g6,6
11,8,9,SERA3,1L3,5805,768,768,1.544,5037,897,683,6,S_g6,6
11,1,10,P41,1N2,2365,895,895,4.755,1470,897,683,6,S_g6,6
11,2,10,RON3,1J4,3881,888,888,9.082,2993,897,683,6,S_g6,6
11,3,10,PF92,1P4,4383,963,963,0.455,3420,897,683,6,S_g6,6
11,4,10,MSRP1,1L6,59936,1275,1275,6.514,58661,897,683,6,S_g6,6
11,5,10,EBA175,1N6,3874,1143,1143,0.573,2731,897,683,6,S_g6,6
11,6,10,TLP,1J2,3984,940,940,1.985,3044,897,683,6,S_g6,6
11,7,10,PF3D7_0606800,1P2,1624,811,811,0.648,813,897,683,6,S_g6,6
11,8,10,PFA0135W,1L4,2062,751,751,0.377,1311,897,683,6,S_g6,6
11,1,11,P41,1N2,2643,872,872,3.828,1771,897,683,6,S_g6,6
11,2,11,RON3,1J4,3752,857,857,6.566,2895,897,683,6,S_g6,6
11,3,11,PF92,1P4,4670,969,969,0.454,3701,897,683,6,S_g6,6
11,4,11,MSRP1,1L6,56037,1302,1302,4.37,54735,897,683,6,S_g6,6
11,5,11,EBA175,1N6,3519,1195,1195,0.621,2324,897,683,6,S_g6,6
11,6,11,TLP,1J2,4730,981,981,5.591,3749,897,683,6,S_g6,6
11,7,11,PF3D7_0606800,1P2,1865,817,817,1.672,1048,897,683,6,S_g6,6
11,8,11,PFA0135W,1L4,2313,749,749,0.216,1564,897,683,6,S_g6,6
11,1,12,P41,1N2,2518,856,856,4.047,1662,897,683,6,S_g6,6
11,2,12,RON3,1J4,3843,833,833,12.029,3010,897,683,6,S_g6,6
11,3,12,PF92,1P4,4902,941,941,0.507,3961,897,683,6,S_g6,6
11,4,12,MSRP1,1L6,57467,1296,1296,3.689,56171,897,683,6,S_g6,6
11,5,12,EBA175,1N6,3344,1187,1187,0.59,2157,897,683,6,S_g6,6
11,6,12,TLP,1J2,3481,969,969,4.648,2512,897,683,6,S_g6,6
11,7,12,PF3D7_0606800,1P2,1844,792,792,8.525,1052,897,683,6,S_g6,6
11,8,12,PFA0135W,1L4,2224,743,743,0.177,1481,897,683,6,S_g6,6
11,1,13,PF3D7_0525800(IMC1g),1F7,5132,853,853,3.314,4279,897,683,6,S_g6,6
11,2,13,PF3D7_1460600(ISP3),1B9,4128,819,819,9.426,3309,897,683,6,S_g6,6
11,3,13,PF3D7_1455300,1H9,3346,857,857,3.505,2489,897,683,6,S_g6,6
11,4,13,PF3D7_1025300,1D11,953,951,951,-0.216,2,897,683,6,S_g6,6
11,5,13,PF3D7_0925900,1F11,3204,1012,1012,6.519,2192,897,683,6,S_g6,6
11,6,13,PF3D7_0831400,1B7,3680,902,902,2.205,2778,897,683,6,S_g6,6
11,7,13,PF3D7_0730800.2,1H7,23962,779,779,7.203,23183,897,683,6,S_g6,6
11,8,13,PF3D7_1407800(PM4),1D9,763,735,735,0.022,28,897,683,6,S_g6,6
11,1,14,PF3D7_0525800(IMC1g),1F7,4819,854,854,1.483,3965,897,683,6,S_g6,6
11,2,14,PF3D7_1460600(ISP3),1B9,3921,820,820,5.026,3101,897,683,6,S_g6,6
11,3,14,PF3D7_1455300,1H9,3547,826,826,6.011,2721,897,683,6,S_g6,6
11,4,14,PF3D7_1025300,1D11,874,870,870,-0.117,4,897,683,6,S_g6,6
11,5,14,PF3D7_0925900,1F11,2670,898,898,1.609,1772,897,683,6,S_g6,6
11,6,14,PF3D7_0831400,1B7,4095,832,832,3.634,3263,897,683,6,S_g6,6
11,7,14,PF3D7_0730800.2,1H7,22958,770,770,4.414,22188,897,683,6,S_g6,6
11,8,14,PF3D7_1407800(PM4),1D9,799,741,741,0.25,58,897,683,6,S_g6,6
11,1,15,PF3D7_0525800(IMC1g),1F7,5186,838,838,11.13,4348,897,683,6,S_g6,6
11,2,15,PF3D7_1460600(ISP3),1B9,4417,809,809,9.753,3608,897,683,6,S_g6,6
11,3,15,PF3D7_1455300,1H9,3354,807,807,6.851,2547,897,683,6,S_g6,6
11,4,15,PF3D7_1025300,1D11,820,835,835,0.016,-15,897,683,6,S_g6,6
11,5,15,PF3D7_0925900,1F11,2490,856,856,1.316,1634,897,683,6,S_g6,6
11,6,15,PF3D7_0831400,1B7,3851,805,805,5.062,3046,897,683,6,S_g6,6
11,7,15,PF3D7_0730800.2,1H7,25449,752,752,6.701,24697,897,683,6,S_g6,6
11,8,15,PF3D7_1407800(PM4),1D9,812,733,733,0.231,79,897,683,6,S_g6,6
11,1,16,PF3D7_0629500_SEG2,1F8,5851,824,824,1.261,5027,897,683,6,S_g6,6
11,2,16,PF3D7_1345100,1B10,2653,789,789,10.595,1864,897,683,6,S_g6,6
11,3,16,PF3D7_0206200,1H10,2586,788,788,9.354,1798,897,683,6,S_g6,6
11,4,16,PF3D7_1105800,1D12,3184,815,815,1.581,2369,897,683,6,S_g6,6
11,5,16,PTRAMP,1F12,3959,830,830,2.78,3129,897,683,6,S_g6,6
11,6,16,EBA181,1B8,1853,791,791,2.01,1062,897,683,6,S_g6,6
11,7,16,CD4TAG,1H8,988,730,730,0.387,258,897,683,6,S_g6,6
11,8,16,SERA2,1D10,4514,697,697,10.703,3817,897,683,6,S_g6,6
11,1,17,PF3D7_0629500_SEG2,1F8,6209,810,810,1.6,5399,897,683,6,S_g6,6
11,2,17,PF3D7_1345100,1B10,3738,785,785,3.628,2953,897,683,6,S_g6,6
11,3,17,PF3D7_0206200,1H10,2662,810,810,1.36,1852,897,683,6,S_g6,6
11,4,17,PF3D7_1105800,1D12,3253,845,845,1.793,2408,897,683,6,S_g6,6
11,5,17,PTRAMP,1F12,3580,839,839,2.457,2741,897,683,6,S_g6,6
11,6,17,EBA181,1B8,2047,794,794,2.356,1253,897,683,6,S_g6,6
11,7,17,CD4TAG,1H8,1093,737,737,0.684,356,897,683,6,S_g6,6
11,8,17,SERA2,1D10,3790,683,683,5.725,3107,897,683,6,S_g6,6
11,1,18,PF3D7_0629500_SEG2,1F8,6027,809,809,5.348,5218,897,683,6,S_g6,6
11,2,18,PF3D7_1345100,1B10,3102,791,791,1.817,2311,897,683,6,S_g6,6
11,3,18,PF3D7_0206200,1H10,2834,837,837,1.576,1997,897,683,6,S_g6,6
11,4,18,PF3D7_1105800,1D12,3508,878,878,2.081,2630,897,683,6,S_g6,6
11,5,18,PTRAMP,1F12,3621,865,865,5.393,2756,897,683,6,S_g6,6
11,6,18,EBA181,1B8,2815,830,830,4.237,1985,897,683,6,S_g6,6
11,7,18,CD4TAG,1H8,1085,759,759,1.003,326,897,683,6,S_g6,6
11,8,18,SERA2,1D10,4177,709,709,3.52,3468,897,683,6,S_g6,6
11,1,19,MSP1Block2K1flank,1N7,4711,994,994,4.809,3717,897,683,6,S_g6,6
