Block,Column,Row,Name,ID,F635 Median,B635,B635 Median,SNR 635,F635 Median - B635,global_BGMedian,minimum_BGMedian,sample,sampleID,sample_array_ID
21,6,16,EBA181,1B8,7206,875,875,13.41,6331,897,682,11,S_g11,11
21,7,16,CD4TAG,1H8,3296,894,894,6.509,2402,897,682,11,S_g11,11
21,8,16,SERA2,1D10,21026,925,925,59.957,20101,897,682,11,S_g11,11
21,1,17,PF3D7_0629500_SEG2,1F8,65535,829,829,30.73,64706,897,682,11,S_g11,11
21,2,17,PF3D7_1345100,1B10,16654,845,845,24.874,15809,897,682,11,S_g11,11
21,3,17,PF3D7_0206200,1H10,11104,870,870,16.514,10234,897,682,11,S_g11,11
21,4,17,PF3D7_1105800,1D12,11010,888,888,18.123,10122,897,682,11,S_g11,11
21,5,17,PTRAMP,1F12,18382,851,851,39.998,17531,897,682,11,S_g11,11
21,6,17,EBA181,1B8,7718,844,844,18.142,6874,897,682,11,S_g11,11
21,7,17,CD4TAG,1H8,3330,842,842,1.943,2488,897,682,11,S_g11,11
21,8,17,SERA2,1D10,24413,899,899,9.362,23514,897,682,11,S_g11,11
21,1,18,PF3D7_0629500_SEG2,1F8,65511,751,751,33.192,64760,897,682,11,S_g11,11
21,2,18,PF3D7_1345100,1B10,18583,735,735,44.271,17848,897,682,11,S_g11,11
21,3,18,PF3D7_0206200,1H10,10530,714,714,15.57,9816,897,682,11,S_g11,11
21,4,18,PF3D7_1105800,1D12,10642,694,694,20.263,9948,897,682,11,S_g11,11
21,5,18,PTRAMP,1F12,18800,709,709,69.94,18091,897,682,11,S_g11,11
21,6,18,EBA181,1B8,8115,739,739,30.724,7376,897,682,11,S_g11,11
21,7,18,CD4TAG,1H8,3082,755,755,0.685,2327,897,682,11,S_g11,11
21,8,18,SERA2,1D10,22153,789,789,8.798,21364,897,682,11,S_g11,11
21,1,19,MSP1Block2K1flank,1N7,65535,842,842,142.703,64693,897,682,11,S_g11,11
21,2,19,MSP1Block2Wellcomefull,1J9,65535,835,835,129.036,64700,897,682,11,S_g11,11
21,3,19,MSP1Block2MAD20full,1P9,52604,811,811,22.926,51793,897,682,11,S_g11,11
21,4,19,MSP3K1,1L11,1239,762,762,0.53,477,897,682,11,S_g11,11
21,5,19,MSPDBLC-terminal,1N11,27816,779,779,52.08,27037,897,682,11,S_g11,11
21,6,19,Surfin4.2K1,1J7,20018,825,825,63.588,19193,897,682,11,S_g11,11
21,7,19,MSPDBLN-terminal,1P7,9536,830,830,9.553,8706,897,682,11,S_g11,11
21,8,19,Surfin4.2Conserved,1L9,53922,877,877,37.635,53045,897,682,11,S_g11,11
21,1,20,MSP1Block2K1flank,1N7,65535,952,952,192.402,64583,897,682,11,S_g11,11
21,2,20,MSP1Block2Wellcomefull,1J9,65535,943,943,157.116,64592,897,682,11,S_g11,11
21,3,20,MSP1Block2MAD20full,1P9,51369,908,908,22.018,50461,897,682,11,S_g11,11
21,4,20,MSP3K1,1L11,1448,844,844,0.598,604,897,682,11,S_g11,11
21,5,20,MSPDBLC-terminal,1N11,27224,864,864,22.15,26360,897,682,11,S_g11,11
21,6,20,Surfin4.2K1,1J7,17174,899,899,13.959,16275,897,682,11,S_g11,11
21,7,20,MSPDBLN-terminal,1P7,7952,888,888,24.166,7064,897,682,11,S_g11,11
21,8,20,Surfin4.2Conserved,1L9,52280,930,930,15.301,51350,897,682,11,S_g11,11
21,1,21,MSP1Block2K1flank,1N7,65535,1180,1180,16.271,64355,897,682,11,S_g11,11
21,2,21,MSP1Block2Wellcomefull,1J9,65535,1073,1073,10.033,64462,897,682,11,S_g11,11
21,3,21,MSP1Block2MAD20full,1P9,63489,981,981,9.065,62508,897,682,11,S_g11,11
21,4,21,MSP3K1,1L11,1627,877,877,4.816,750,897,682,11,S_g11,11
21,5,21,MSPDBLC-terminal,1N11,33877,888,888,26.109,32989,897,682,11,S_g11,11
21,6,21,Surfin4.2K1,1J7,20961,909,909,16.655,20052,897,682,11,S_g11,11
21,7,21,MSPDBLN-terminal,1P7,11641,899,899,25.621,10742,897,682,11,S_g11,11
21,8,21,Surfin4.2Conserved,1L9,55629,913,913,15.01,54716,897,682,11,S_g11,11
21,1,22,Landmark,1N8,65535,3554,3554,6.664,61981,897,682,11,S_g11,11
21,2,22,PfD1160W18,1J10,55031,1845,1845,2.41,53186,897,682,11,S_g11,11
21,3,22,PfD1160W19,1P10,11292,1039,1039,0.543,10253,897,682,11,S_g11,11
21,4,22,MSP2CH15019DBL2,1L12,45620,912,912,55.916,44708,897,682,11,S_g11,11
21,5,22,GST,1N12,2742,887,887,2.805,1855,897,682,11,S_g11,11
21,6,22,Buffer,1J8,817,853,853,-0.294,-36,897,682,11,S_g11,11
21,7,22,Buffer,1P8,5077,841,841,9.356,4236,897,682,11,S_g11,11
21,8,22,Buffer,1L10,821,829,829,-0.098,-8,897,682,11,S_g11,11
21,1,23,Landmark,1N8,65535,5655,5655,3.862,59880,897,682,11,S_g11,11
21,2,23,PfD1160W18,1J10,51743,2804,2804,1.839,48939,897,682,11,S_g11,11
21,3,23,PfD1160W19,1P10,10650,1015,1015,0.549,9635,897,682,11,S_g11,11
21,4,23,MSP2CH15019DBL2,1L12,38515,923,923,45.808,37592,897,682,11,S_g11,11
21,5,23,GST,1N12,2886,868,868,2.88,2018,897,682,11,S_g11,11
21,6,23,Buffer,1J8,801,795,795,0.043,6,897,682,11,S_g11,11
21,7,23,Buffer,1P8,5340,770,770,3.605,4570,897,682,11,S_g11,11
21,8,23,Buffer,1L10,734,746,746,0.07,-12,897,682,11,S_g11,11
21,1,24,Landmark,1N8,65535,4887,4887,4.121,60648,897,682,11,S_g11,11
21,2,24,PfD1160W18,1J10,65535,1721,1721,3.094,63814,897,682,11,S_g11,11
21,3,24,PfD1160W19,1P10,22477,1044,1044,3.629,21433,897,682,11,S_g11,11
21,4,24,MSP2CH15019DBL2,1L12,55917,973,973,154.747,54944,897,682,11,S_g11,11
21,5,24,GST,1N12,3381,883,883,8.756,2498,897,682,11,S_g11,11
21,6,24,Buffer,1J8,784,798,798,-0.047,-14,897,682,11,S_g11,11
21,7,24,Buffer,1P8,1857,765,765,1.02,1092,897,682,11,S_g11,11
21,8,24,Buffer,1L10,733,745,745,-0.083,-12,897,682,11,S_g11,11
22,1,1,SERA5,1.00E+01,19410,1099,1099,2.719,18311,897,617,11,S_g11,11
22,2,1,MSP11,1A3,65535,1501,1501,5.706,64034,897,617,11,S_g11,11
22,3,1,RIPR,1G3,1744,1200,1200,-0.074,544,897,617,11,S_g11,11
22,4,1,SPATR,1C5,35420,1117,1117,3.686,34303,897,617,11,S_g11,11
22,5,1,MSP3,1.00E+05,65535,1875,1875,4.671,63660,897,617,11,S_g11,11
22,6,1,PF3D7_1136200,1A1,14026,1596,1596,1.199,12430,897,617,11,S_g11,11
22,7,1,PFSEA,1G1,65535,2207,2207,3.425,63328,897,617,11,S_g11,11
22,8,1,Landmark,1C3,65535,7098,7098,3.221,58437,897,617,11,S_g11,11
22,1,2,SERA5,1.00E+01,14375,1243,1243,1.719,13132,897,617,11,S_g11,11
22,2,2,MSP11,1A3,65535,1402,1402,4.332,64133,897,617,11,S_g11,11
22,3,2,RIPR,1G3,1296,1244,1244,-0.173,52,897,617,11,S_g11,11
22,4,2,SPATR,1C5,21562,1214,1214,1.687,20348,897,617,11,S_g11,11
22,5,2,MSP3,1.00E+05,65535,2022,2022,3.12,63513,897,617,11,S_g11,11
22,6,2,PF3D7_1136200,1A1,9638,1942,1942,0.912,7696,897,617,11,S_g11,11
22,7,2,PFSEA,1G1,65535,3238,3238,2.564,62297,897,617,11,S_g11,11
22,8,2,Landmark,1C3,65535,7657,7657,2.283,57878,897,617,11,S_g11,11
22,1,3,SERA5,1.00E+01,16706,1717,1717,1.819,14989,897,617,11,S_g11,11
22,2,3,MSP11,1A3,65535,1415,1415,3.988,64120,897,617,11,S_g11,11
22,3,3,RIPR,1G3,1485,1343,1343,-0.125,142,897,617,11,S_g11,11
22,4,3,SPATR,1C5,27144,1441,1441,2.159,25703,897,617,11,S_g11,11
22,5,3,MSP3,1.00E+05,65535,2254,2254,3.12,63281,897,617,11,S_g11,11
22,6,3,PF3D7_1136200,1A1,12539,2194,2194,1.163,10345,897,617,11,S_g11,11
22,7,3,PFSEA,1G1,65535,2556,2556,2.436,62979,897,617,11,S_g11,11
22,8,3,Landmark,1C3,65535,5255,5255,2.423,60280,897,617,11,S_g11,11
22,1,4,AMA1,1.00E+02,65535,2371,2371,4.383,63164,897,617,11,S_g11,11
22,2,4,SERA9,1A4,4774,1410,1410,0.08,3364,897,617,11,S_g11,11
22,3,4,MSP7,1G4,65535,2260,2260,5.314,63275,897,617,11,S_g11,11
22,4,4,PF10_0166,1C6,45605,1958,1958,3.41,43647,897,617,11,S_g11,11
22,5,4,MSP10,1.00E+06,65535,2463,2463,3.071,63072,897,617,11,S_g11,11
22,6,4,MSP5,1A2,25152,2150,2150,2.786,23002,897,617,11,S_g11,11
22,7,4,MTRAP,1G2,12413,1563,1563,0.477,10850,897,617,11,S_g11,11
22,8,4,PF113,1C4,36821,1761,1761,1.575,35060,897,617,11,S_g11,11
22,1,5,AMA1,1.00E+02,65535,2447,2447,2.692,63088,897,617,11,S_g11,11
22,2,5,SERA9,1A4,4807,1493,1493,0.214,3314,897,617,11,S_g11,11
22,3,5,MSP7,1G4,65535,2362,2362,3.623,63173,897,617,11,S_g11,11
22,4,5,PF10_0166,1C6,34475,2085,2085,1.765,32390,897,617,11,S_g11,11
22,5,5,MSP10,1.00E+06,65535,2486,2486,2.552,63049,897,617,11,S_g11,11
22,6,5,MSP5,1A2,17010,1732,1732,1.679,15278,897,617,11,S_g11,11
22,7,5,MTRAP,1G2,1319,1272,1272,-0.179,47,897,617,11,S_g11,11
22,8,5,PF113,1C4,18615,1287,1287,1.583,17328,897,617,11,S_g11,11
22,1,6,AMA1,1.00E+02,65535,1808,1808,2.576,63727,897,617,11,S_g11,11
22,2,6,SERA9,1A4,5407,1161,1161,0.295,4246,897,617,11,S_g11,11
22,3,6,MSP7,1G4,65535,1381,1381,3.334,64154,897,617,11,S_g11,11
22,4,6,PF10_0166,1C6,37905,1581,1581,1.714,36324,897,617,11,S_g11,11
22,5,6,MSP10,1.00E+06,65535,1842,1842,1.956,63693,897,617,11,S_g11,11
22,6,6,MSP5,1A2,16637,1143,1143,1.536,15494,897,617,11,S_g11,11
22,7,6,MTRAP,1G2,932,951,951,-0.158,-19,897,617,11,S_g11,11
22,8,6,PF113,1C4,29313,906,906,2.992,28407,897,617,11,S_g11,11
22,1,7,H101,1M1,13325,830,830,1.138,12495,897,617,11,S_g11,11
22,2,7,PF3D7-1431400,1I3,13522,802,802,7.822,12720,897,617,11,S_g11,11
22,3,7,RHOPH3,1O3,2305,812,812,-0.084,1493,897,617,11,S_g11,11
22,4,7,MSRP3,1K5,3059,819,819,0.322,2240,897,617,11,S_g11,11
22,5,7,PF13_0125,1M5,1128,806,806,-0.195,322,897,617,11,S_g11,11
22,6,7,RH5,1I1,4750,753,753,1.185,3997,897,617,11,S_g11,11
22,7,7,SERA4,1O1,5565,721,721,1.143,4844,897,617,11,S_g11,11
22,8,7,AARP,1K3,802,675,675,-0.16,127,897,617,11,S_g11,11
22,1,8,H101,1M1,8194,753,753,3.881,7441,897,617,11,S_g11,11
22,2,8,PF3D7-1431400,1I3,10014,724,724,7.131,9290,897,617,11,S_g11,11
22,3,8,RHOPH3,1O3,2496,730,730,1.471,1766,897,617,11,S_g11,11
22,4,8,MSRP3,1K5,4617,767,767,2.501,3850,897,617,11,S_g11,11
22,5,8,PF13_0125,1M5,1645,745,745,0.674,900,897,617,11,S_g11,11
22,6,8,RH5,1I1,4128,700,700,1.483,3428,897,617,11,S_g11,11
22,7,8,SERA4,1O1,5946,680,680,2.328,5266,897,617,11,S_g11,11
22,8,8,AARP,1K3,626,623,623,-0.151,3,897,617,11,S_g11,11
22,1,9,H101,1M1,11211,807,807,4.615,10404,897,617,11,S_g11,11
22,2,9,PF3D7-1431400,1I3,12965,778,778,6.884,12187,897,617,11,S_g11,11
22,3,9,RHOPH3,1O3,3523,776,776,1.431,2747,897,617,11,S_g11,11
22,4,9,MSRP3,1K5,3743,806,806,1.973,2937,897,617,11,S_g11,11
22,5,9,PF13_0125,1M5,1241,807,807,0.959,434,897,617,11,S_g11,11
22,6,9,RH5,1I1,4474,768,768,1.684,3706,897,617,11,S_g11,11
22,7,9,SERA4,1O1,5690,693,693,2.176,4997,897,617,11,S_g11,11
22,8,9,AARP,1K3,610,617,617,-0.139,-7,897,617,11,S_g11,11
22,1,10,RH1,1M2,11065,785,785,6.071,10280,897,617,11,S_g11,11
22,2,10,MSP3.5,1I4,20455,789,789,9.472,19666,897,617,11,S_g11,11
22,3,10,PFA0210c,1O4,10130,774,774,2.505,9356,897,617,11,S_g11,11
22,4,10,P38,1K6,8833,825,825,1.675,8008,897,617,11,S_g11,11
22,5,10,CLAG3.2,1M6,10448,864,864,12.124,9584,897,617,11,S_g11,11
22,6,10,RH2b,1I2,3844,878,878,0.939,2966,897,617,11,S_g11,11
22,7,10,PFA0445W,1O2,14144,780,780,5.559,13364,897,617,11,S_g11,11
22,8,10,PF3D7_1343700(KELCH),1K4,991,657,657,0.012,334,897,617,11,S_g11,11
22,1,11,RH1,1M2,8015,708,708,3.073,7307,897,617,11,S_g11,11
22,2,11,MSP3.5,1I4,15475,715,715,9.56,14760,897,617,11,S_g11,11
22,3,11,PFA0210c,1O4,9643,713,713,7.19,8930,897,617,11,S_g11,11
22,4,11,P38,1K6,5245,736,736,2.654,4509,897,617,11,S_g11,11
22,5,11,CLAG3.2,1M6,7234,867,867,2.366,6367,897,617,11,S_g11,11
22,6,11,RH2b,1I2,3710,937,937,1.547,2773,897,617,11,S_g11,11
22,7,11,PFA0445W,1O2,11927,887,887,5.438,11040,897,617,11,S_g11,11
22,8,11,PF3D7_1343700(KELCH),1K4,959,709,709,0.739,250,897,617,11,S_g11,11
22,1,12,RH1,1M2,9153,801,801,4.188,8352,897,617,11,S_g11,11
22,2,12,MSP3.5,1I4,18170,823,823,5.759,17347,897,617,11,S_g11,11
22,3,12,PFA0210c,1O4,8925,827,827,3.522,8098,897,617,11,S_g11,11
22,4,12,P38,1K6,5680,780,780,3.013,4900,897,617,11,S_g11,11
22,5,12,CLAG3.2,1M6,9219,880,880,2.133,8339,897,617,11,S_g11,11
22,6,12,RH2b,1I2,3737,1016,1016,1.13,2721,897,617,11,S_g11,11
22,7,12,PFA0445W,1O2,14194,1056,1056,5.192,13138,897,617,11,S_g11,11
22,8,12,PF3D7_1343700(KELCH),1K4,1148,798,798,0.925,350,897,617,11,S_g11,11
22,1,13,PF3D7_1401600(PHISTB),1.00E+07,25591,787,787,25.3,24804,897,617,11,S_g11,11
22,2,13,PF3D7-1137300,1A9,9585,793,793,3.675,8792,897,617,11,S_g11,11
22,3,13,PF3D7_0830500,1G9,3749,821,821,2.227,2928,897,617,11,S_g11,11
22,4,13,PF3D7_1462300,1C11,2791,855,855,2.354,1936,897,617,11,S_g11,11
22,5,13,PF3D7_1229300,1.00E+11,11424,951,951,3.503,10473,897,617,11,S_g11,11
22,6,13,PF3D7_1237900,1A7,1186,1110,1110,-0.116,76,897,617,11,S_g11,11
22,7,13,PF3D7_1252300,1G7,1425,1296,1296,0.214,129,897,617,11,S_g11,11
22,8,13,PF3D7_0629500_SEG1,1C9,4522,1176,1176,4.015,3346,897,617,11,S_g11,11
22,1,14,PF3D7_1401600(PHISTB),1.00E+07,23321,736,736,18.544,22585,897,617,11,S_g11,11
22,2,14,PF3D7-1137300,1A9,8544,706,706,13.643,7838,897,617,11,S_g11,11
22,3,14,PF3D7_0830500,1G9,3218,686,686,4.784,2532,897,617,11,S_g11,11
22,4,14,PF3D7_1462300,1C11,3206,714,714,3.173,2492,897,617,11,S_g11,11
22,5,14,PF3D7_1229300,1.00E+11,12824,787,787,6.824,12037,897,617,11,S_g11,11
22,6,14,PF3D7_1237900,1A7,839,906,906,-0.293,-67,897,617,11,S_g11,11
22,7,14,PF3D7_1252300,1G7,1142,1443,1443,-0.336,-301,897,617,11,S_g11,11
22,8,14,PF3D7_0629500_SEG1,1C9,5450,1849,1849,6.087,3601,897,617,11,S_g11,11
22,1,15,PF3D7_1401600(PHISTB),1.00E+07,22879,801,801,5.332,22078,897,617,11,S_g11,11
22,2,15,PF3D7-1137300,1A9,9551,766,766,10.096,8785,897,617,11,S_g11,11
22,3,15,PF3D7_0830500,1G9,3629,731,731,4.727,2898,897,617,11,S_g11,11
22,4,15,PF3D7_1462300,1C11,2482,751,751,3.058,1731,897,617,11,S_g11,11
22,5,15,PF3D7_1229300,1.00E+11,13697,801,801,4.825,12896,897,617,11,S_g11,11
22,6,15,PF3D7_1237900,1A7,838,890,890,-0.314,-52,897,617,11,S_g11,11
22,7,15,PF3D7_1252300,1G7,1351,1763,1763,-0.359,-412,897,617,11,S_g11,11
22,8,15,PF3D7_0629500_SEG1,1C9,4630,2146,2146,3.194,2484,897,617,11,S_g11,11
22,1,16,MSP1Block2PaloAltorepeat,1.00E+08,11565,931,931,2.329,10634,897,617,11,S_g11,11
22,2,16,MSP1Block23D7full,1A10,63130,923,923,60.999,62207,897,617,11,S_g11,11
22,3,16,MSP1Block2MAD20repeat,1G10,16911,946,946,7.325,15965,897,617,11,S_g11,11
22,4,16,MSP2CHO,1C12,65535,970,970,11.612,64565,897,617,11,S_g11,11
22,5,16,MBP,1.00E+12,18977,1134,1134,4.879,17843,897,617,11,S_g11,11
22,6,16,MSP2DD2,1A8,65535,1352,1352,7.741,64183,897,617,11,S_g11,11
22,7,16,MSP33D7,1G8,4540,1997,1997,1.215,2543,897,617,11,S_g11,11
22,8,16,MSP1Block17,1C10,52857,2272,2272,18.301,50585,897,617,11,S_g11,11
22,1,17,MSP1Block2PaloAltorepeat,1.00E+08,9626,953,953,2.534,8673,897,617,11,S_g11,11
22,2,17,MSP1Block23D7full,1A10,50874,947,947,14.45,49927,897,617,11,S_g11,11
22,3,17,MSP1Block2MAD20repeat,1G10,15976,942,942,5.068,15034,897,617,11,S_g11,11
22,4,17,MSP2CHO,1C12,65535,978,978,7.765,64557,897,617,11,S_g11,11
22,5,17,MBP,1.00E+12,16616,1138,1138,3.255,15478,897,617,11,S_g11,11
22,6,17,MSP2DD2,1A8,65535,1303,1303,4.767,64232,897,617,11,S_g11,11
22,7,17,MSP33D7,1G8,3510,1499,1499,0.686,2011,897,617,11,S_g11,11
22,8,17,MSP1Block17,1C10,43222,1500,1500,12.857,41722,897,617,11,S_g11,11
22,1,18,MSP1Block2PaloAltorepeat,1.00E+08,10711,823,823,2.534,9888,897,617,11,S_g11,11
22,2,18,MSP1Block23D7full,1A10,57298,826,826,14.636,56472,897,617,11,S_g11,11
22,3,18,MSP1Block2MAD20repeat,1G10,15501,787,787,5.217,14714,897,617,11,S_g11,11
22,4,18,MSP2CHO,1C12,65535,800,800,8.033,64735,897,617,11,S_g11,11
22,5,18,MBP,1.00E+12,15590,859,859,2.715,14731,897,617,11,S_g11,11
22,6,18,MSP2DD2,1A8,65535,997,997,4.125,64538,897,617,11,S_g11,11
22,7,18,MSP33D7,1G8,3134,1151,1151,0.578,1983,897,617,11,S_g11,11
22,8,18,MSP1Block17,1C10,50358,1318,1318,17.251,49040,897,617,11,S_g11,11
22,1,19,Surfin4.2K1A,1M7,9233,956,956,5.911,8277,897,617,11,S_g11,11
22,2,19,Surfin4.23D7A,1I9,65535,1052,1052,17.682,64483,897,617,11,S_g11,11
22,3,19,MSPDBL2N-terminal,1O9,65535,1174,1174,15.279,64361,897,617,11,S_g11,11
22,4,19,MSP1Block2R033,1K11,30089,1081,1081,8.132,29008,897,617,11,S_g11,11
22,5,19,MSPDBL2C-terminal,1M11,51645,1058,1058,18.698,50587,897,617,11,S_g11,11
22,6,19,Surfin4.23D7B,1I7,1433,1110,1110,0.063,323,897,617,11,S_g11,11
22,7,19,MSP1Block23D7repeat,1O7,49968,1298,1298,12.881,48670,897,617,11,S_g11,11
22,8,19,MSP1Block2Wellcomerepeat,1K9,26197,1477,1477,9.32,24720,897,617,11,S_g11,11
22,1,20,Surfin4.2K1A,1M7,9368,996,996,13.366,8372,897,617,11,S_g11,11
22,2,20,Surfin4.23D7A,1I9,65535,1109,1109,13.717,64426,897,617,11,S_g11,11
22,3,20,MSPDBL2N-terminal,1O9,65535,1287,1287,9.844,64248,897,617,11,S_g11,11
22,4,20,MSP1Block2R033,1K11,30817,1169,1169,7.298,29648,897,617,11,S_g11,11
22,5,20,MSPDBL2C-terminal,1M11,41298,1128,1128,8.778,40170,897,617,11,S_g11,11
22,6,20,Surfin4.23D7B,1I7,1740,1196,1196,0.54,544,897,617,11,S_g11,11
22,7,20,MSP1Block23D7repeat,1O7,42645,1579,1579,9.391,41066,897,617,11,S_g11,11
22,8,20,MSP1Block2Wellcomerepeat,1K9,23286,2255,2255,14.237,21031,897,617,11,S_g11,11
22,1,21,Surfin4.2K1A,1M7,7771,913,913,3.027,6858,897,617,11,S_g11,11
22,2,21,Surfin4.23D7A,1I9,65535,920,920,10.878,64615,897,617,11,S_g11,11
22,3,21,MSPDBL2N-terminal,1O9,65535,1138,1138,7.933,64397,897,617,11,S_g11,11
22,4,21,MSP1Block2R033,1K11,32608,1037,1037,11.109,31571,897,617,11,S_g11,11
22,5,21,MSPDBL2C-terminal,1M11,50310,1115,1115,10.441,49195,897,617,11,S_g11,11
22,6,21,Surfin4.23D7B,1I7,1861,1544,1544,-0.301,317,897,617,11,S_g11,11
22,7,21,MSP1Block23D7repeat,1O7,40202,3614,3614,2.496,36588,897,617,11,S_g11,11
22,8,21,MSP1Block2Wellcomerepeat,1K9,25042,3765,3765,2.762,21277,897,617,11,S_g11,11
22,1,22,Buffer,1M8,827,810,810,-0.105,17,897,617,11,S_g11,11
22,2,22,Buffer,1I10,782,798,798,-0.129,-16,897,617,11,S_g11,11
22,3,22,Buffer,1O10,916,811,811,-0.133,105,897,617,11,S_g11,11
22,4,22,Buffer,1K12,863,942,942,-0.223,-79,897,617,11,S_g11,11
22,5,22,Buffer,1M12,11738,1815,1815,4.747,9923,897,617,11,S_g11,11
22,6,22,Buffer,1I8,31286,6969,6969,1.365,24317,897,617,11,S_g11,11
22,7,22,CommercialHumanIgG,1O8,65535,21864,21864,1.508,43671,897,617,11,S_g11,11
22,8,22,Landmark,1K10,65535,18182,18182,1.468,47353,897,617,11,S_g11,11
22,1,23,Buffer,1M8,714,715,715,0.719,-1,897,617,11,S_g11,11
22,2,23,Buffer,1I10,700,713,713,-0.078,-13,897,617,11,S_g11,11
22,3,23,Buffer,1O10,739,739,739,0.128,0,897,617,11,S_g11,11
22,4,23,Buffer,1K12,960,854,854,-0.027,106,897,617,11,S_g11,11
22,5,23,Buffer,1M12,3301,1985,1985,0.378,1316,897,617,11,S_g11,11
22,6,23,Buffer,1I8,12133,9320,9320,-0.22,2813,897,617,11,S_g11,11
22,7,23,CommercialHumanIgG,1O8,65535,44937,44937,1.089,20598,897,617,11,S_g11,11
22,8,23,Landmark,1K10,65535,33601,33601,1.193,31934,897,617,11,S_g11,11
22,1,24,Buffer,1M8,726,725,725,-0.085,1,897,617,11,S_g11,11
22,2,24,Buffer,1I10,692,717,717,-0.111,-25,897,617,11,S_g11,11
22,3,24,Buffer,1O10,714,731,731,-0.101,-17,897,617,11,S_g11,11
22,4,24,Buffer,1K12,771,777,777,-0.101,-6,897,617,11,S_g11,11
22,5,24,Buffer,1M12,1818,972,972,0.303,846,897,617,11,S_g11,11
22,6,24,Buffer,1I8,6804,3630,3630,-0.231,3174,897,617,11,S_g11,11
22,7,24,CommercialHumanIgG,1O8,65535,36294,36294,1.248,29241,897,617,11,S_g11,11
22,8,24,Landmark,1K10,65535,25454,25454,1.547,40081,897,617,11,S_g11,11
23,1,1,Landmark,1F1,65535,3904,3904,3.729,61631,897,603,12,S_g12,12
23,2,1,MSP3.6,1B3,11326,4319,4319,0.103,7007,897,603,12,S_g12,12
23,3,1,ETRAMP10.2,1H3,5407,2608,2608,1.138,2799,897,603,12,S_g12,12
23,4,1,GAMA,1D5,17783,1408,1408,13.613,16375,897,603,12,S_g12,12
23,5,1,MSRP4,1F5,31213,1047,1047,13.591,30166,897,603,12,S_g12,12
23,6,1,MSP4,1B1,65535,1802,1802,5.072,63733,897,603,12,S_g12,12
23,7,1,RAMA,1H1,17700,2002,2002,1.233,15698,897,603,12,S_g12,12
23,8,1,ASP,1D3,17475,2012,2012,2.805,15463,897,603,12,S_g12,12
23,1,2,Landmark,1F1,65535,3924,3924,2.828,61611,897,603,12,S_g12,12
23,2,2,MSP3.6,1B3,6357,4235,4235,-0.022,2122,897,603,12,S_g12,12
23,3,2,ETRAMP10.2,1H3,4400,2891,2891,1.207,1509,897,603,12,S_g12,12
23,4,2,GAMA,1D5,13143,1694,1694,7.46,11449,897,603,12,S_g12,12
23,5,2,MSRP4,1F5,21961,1166,1166,6.841,20795,897,603,12,S_g12,12
23,6,2,MSP4,1B1,65535,1656,1656,3.917,63879,897,603,12,S_g12,12
23,7,2,RAMA,1H1,12268,2054,2054,0.584,10214,897,603,12,S_g12,12
23,8,2,ASP,1D3,12686,2106,2106,0.489,10580,897,603,12,S_g12,12
23,1,3,Landmark,1F1,65535,2150,2150,3.202,63385,897,603,12,S_g12,12
23,2,3,MSP3.6,1B3,5508,3268,3268,-0.01,2240,897,603,12,S_g12,12
23,3,3,ETRAMP10.2,1H3,4125,2176,2176,0.36,1949,897,603,12,S_g12,12
23,4,3,GAMA,1D5,15070,1618,1618,9.596,13452,897,603,12,S_g12,12
23,5,3,MSRP4,1F5,24130,1248,1248,7.972,22882,897,603,12,S_g12,12
23,6,3,MSP4,1B1,65535,1275,1275,3.75,64260,897,603,12,S_g12,12
23,7,3,RAMA,1H1,13868,1728,1728,0.72,12140,897,603,12,S_g12,12
23,8,3,ASP,1D3,13941,1766,1766,0.62,12175,897,603,12,S_g12,12
23,1,4,PFD1130W,1F2,3533,1100,1100,0.007,2433,897,603,12,S_g12,12
23,2,4,EBA140,1B4,1636,1446,1446,-0.148,190,897,603,12,S_g12,12
23,3,4,MSRP2,1H4,65535,2134,2134,5.176,63401,897,603,12,S_g12,12
23,4,4,MSRP5,1D6,4905,1783,1783,0.23,3122,897,603,12,S_g12,12
23,5,4,P34,1F6,2307,1372,1372,0.664,935,897,603,12,S_g12,12
23,6,4,MSP8,1B2,11639,1161,1161,0.806,10478,897,603,12,S_g12,12
23,7,4,P12,1H2,12231,1042,1042,2.649,11189,897,603,12,S_g12,12
23,8,4,MSP6,1D4,46904,1131,1131,8.983,45773,897,603,12,S_g12,12
23,1,5,PFD1130W,1F2,2479,968,968,1.885,1511,897,603,12,S_g12,12
23,2,5,EBA140,1B4,1280,1399,1399,-0.292,-119,897,603,12,S_g12,12
23,3,5,MSRP2,1H4,65535,2611,2611,4.699,62924,897,603,12,S_g12,12
23,4,5,MSRP5,1D6,3296,1909,1909,-0.069,1387,897,603,12,S_g12,12
23,5,5,P34,1F6,2295,1416,1416,0.376,879,897,603,12,S_g12,12
23,6,5,MSP8,1B2,7423,1085,1085,2.914,6338,897,603,12,S_g12,12
23,7,5,P12,1H2,9054,1030,1030,6.689,8024,897,603,12,S_g12,12
23,8,5,MSP6,1D4,33437,1160,1160,3.471,32277,897,603,12,S_g12,12
23,1,6,PFD1130W,1F2,2749,923,923,6.757,1826,897,603,12,S_g12,12
23,2,6,EBA140,1B4,1211,1263,1263,-0.198,-52,897,603,12,S_g12,12
23,3,6,MSRP2,1H4,65535,1975,1975,5.556,63560,897,603,12,S_g12,12
23,4,6,MSRP5,1D6,3224,1580,1580,0.104,1644,897,603,12,S_g12,12
