.id,sampleID,sample_array_ID,antigen,FMedian,BGMedian,FMedianBG_correct,Block,Column,Row,replicate,iden
KK2-17_first,SID_gen1,1,P34,31563,12154,19409,1,5,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP8,65535,12644,52891,1,6,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,P12,65535,11379,54156,1,7,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP6,65535,10606,54929,1,8,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,PFD1130W,65535,13406,52129,1,1,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,EBA140,63933,14025,49908,1,2,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP2,17036,13195,3841,1,3,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP5,28596,12190,16406,1,4,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,P34,36026,11803,24223,1,5,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP8,65535,11879,53656,1,6,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,P12,65535,10745,54790,1,7,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP6,65535,10893,54642,1,8,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,PFD1130W,65535,15423,50112,1,1,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,EBA140,19590,17335,2255,1,2,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP2,14630,15189,-559,1,3,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP5,36310,12946,23364,1,4,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,P34,65535,12255,53280,1,5,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP8,65535,11836,53699,1,6,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,P12,65535,10742,54793,1,7,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP6,65535,11299,54236,1,8,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF1400044,65535,18163,47372,1,1,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1,65535,25052,40483,1,2,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,RON6,65535,17934,47601,1,3,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP9,65535,14600,50935,1,4,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,PTEX150,65535,13119,52416,1,5,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,SERA7,65535,11944,53591,1,6,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2,65535,11192,54343,1,7,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,SERA3,65535,11026,54509,1,8,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF1400044,65535,20224,45311,1,1,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1,65535,29951,35584,1,2,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,RON6,65535,20889,44646,1,3,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP9,65535,16265,49270,1,4,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,PTEX150,65535,14186,51349,1,5,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,SERA7,65535,11815,53720,1,6,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2,65535,11485,54050,1,7,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,SERA3,65535,10800,54735,1,8,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF1400044,65535,18282,47253,1,1,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1,65535,26704,38831,1,2,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,RON6,65535,21146,44389,1,3,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP9,65535,18563,46972,1,4,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,PTEX150,65535,15408,50127,1,5,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,SERA7,65535,12294,53241,1,6,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2,65535,11532,54003,1,7,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,SERA3,65535,10947,54588,1,8,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,P41,65535,14104,51431,1,1,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,RON3,65535,17294,48241,1,2,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF92,65535,19391,46144,1,3,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP1,65535,24485,41050,1,4,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,EBA175,65535,18527,47008,1,5,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,TLP,65535,12192,53343,1,6,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0606800,63984,10995,52989,1,7,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0135W,65535,10545,54990,1,8,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,P41,65535,12052,53483,1,1,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,RON3,65535,13439,52096,1,2,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF92,65535,17319,48216,1,3,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP1,65535,26466,39069,1,4,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,EBA175,65535,19136,46399,1,5,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,TLP,65535,11936,53599,1,6,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0606800,62213,10350,51863,1,7,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0135W,65535,9827,55708,1,8,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,P41,65535,11309,54226,1,1,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,RON3,65535,11883,53652,1,2,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF92,65535,15693,49842,1,3,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP1,65535,23652,41883,1,4,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,EBA175,65535,17483,48052,1,5,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,TLP,65535,11648,53887,1,6,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0606800,64664,10029,54635,1,7,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0135W,65535,9647,55888,1,8,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0525800(IMC1g),65535,10730,54805,1,1,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1460600(ISP3),65535,10889,54646,1,2,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1455300,65535,11754,53781,1,3,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1025300,15334,13245,2089,1,4,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0925900,65520,12072,53448,1,5,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0831400,65535,10729,54806,1,6,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0730800.2,65535,10240,55295,1,7,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1407800(PM4),10074,9678,396,1,8,13,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0525800(IMC1g),65535,10107,55428,1,1,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1460600(ISP3),65535,10130,55405,1,2,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1455300,65535,10266,55269,1,3,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1025300,10827,10272,555,1,4,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0925900,65535,10199,55336,1,5,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0831400,65535,10096,55439,1,6,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0730800.2,65535,10638,54897,1,7,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1407800(PM4),10461,10084,377,1,8,14,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0525800(IMC1g),65535,9877,55658,1,1,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1460600(ISP3),65535,9789,55746,1,2,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1455300,65535,9649,55886,1,3,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1025300,9455,9496,-41,1,4,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0925900,58452,9589,48863,1,5,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0831400,65535,9954,55581,1,6,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0730800.2,65535,11028,54507,1,7,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1407800(PM4),11486,10892,594,1,8,15,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0629500_SEG2,65535,9627,55908,1,1,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1345100,65535,9572,55963,1,2,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0206200,65535,9316,56219,1,3,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1105800,65535,9207,56328,1,4,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,PTRAMP,65535,9594,55941,1,5,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,EBA181,65535,10088,55447,1,6,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,CD4TAG,35142,10733,24409,1,7,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,SERA2,65535,11638,53897,1,8,16,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0629500_SEG2,65535,9539,55996,1,1,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1345100,65535,9497,56038,1,2,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0206200,65535,9323,56212,1,3,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1105800,65535,9331,56204,1,4,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,PTRAMP,65535,9548,55987,1,5,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,EBA181,65535,9951,55584,1,6,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,CD4TAG,33317,10380,22937,1,7,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,SERA2,65535,13091,52444,1,8,17,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0629500_SEG2,65535,10222,55313,1,1,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1345100,65535,9943,55592,1,2,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_0206200,65535,9572,55963,1,3,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1105800,65535,9417,56118,1,4,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,PTRAMP,65535,9434,56101,1,5,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,EBA181,65535,9811,55724,1,6,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,CD4TAG,33315,10347,22968,1,7,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,SERA2,65535,12650,52885,1,8,18,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2K1flank,65535,11676,53859,1,1,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2Wellcomefull,65535,11557,53978,1,2,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2MAD20full,65535,9995,55540,1,3,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3K1,24690,9592,15098,1,4,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLC-terminal,65535,9635,55900,1,5,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2K1,65535,9837,55698,1,6,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLN-terminal,65535,10499,55036,1,7,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2Conserved,65535,12068,53467,1,8,19,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2K1flank,65535,12110,53425,1,1,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2Wellcomefull,65535,12114,53421,1,2,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2MAD20full,65535,10752,54783,1,3,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3K1,25362,9776,15586,1,4,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLC-terminal,65535,9973,55562,1,5,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2K1,65535,10450,55085,1,6,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLN-terminal,65535,11635,53900,1,7,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2Conserved,65535,12129,53406,1,8,20,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2K1flank,65535,13070,52465,1,1,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2Wellcomefull,65535,12541,52994,1,2,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP1Block2MAD20full,65535,10600,54935,1,3,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3K1,26537,9803,16734,1,4,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLC-terminal,65535,10191,55344,1,5,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2K1,65535,10623,54912,1,6,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSPDBLN-terminal,65535,11481,54054,1,7,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,Surfin4.2Conserved,65535,12015,53520,1,8,21,3,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,20445,45090,1,1,22,4,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W18,65535,14022,51513,1,2,22,1,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W19,65535,10426,55109,1,3,22,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2CH15019DBL2,65535,10512,55023,1,4,22,1,KK2-17_first
KK2-17_first,SID_gen1,1,GST,52590,10986,41604,1,5,22,1,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,11090,10101,989,1,6,22,1,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,17965,10017,7948,1,7,22,2,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,10494,10209,285,1,8,22,3,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,21806,43729,1,1,23,5,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W18,65535,13188,52347,1,2,23,2,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W19,65535,10983,54552,1,3,23,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2CH15019DBL2,65535,12175,53360,1,4,23,2,KK2-17_first
KK2-17_first,SID_gen1,1,GST,51389,12026,39363,1,5,23,2,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,11038,10041,997,1,6,23,4,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,19752,9680,10072,1,7,23,5,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,10055,9429,626,1,8,23,6,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,18719,46816,1,1,24,6,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W18,65535,13625,51910,1,2,24,3,KK2-17_first
KK2-17_first,SID_gen1,1,PfD1160W19,63031,11588,51443,1,3,24,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP2CH15019DBL2,65535,12917,52618,1,4,24,3,KK2-17_first
KK2-17_first,SID_gen1,1,GST,47427,11703,35724,1,5,24,3,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,11307,10291,1016,1,6,24,7,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,18944,9939,9005,1,7,24,8,KK2-17_first
KK2-17_first,SID_gen1,1,Buffer,10759,9593,1166,1,8,24,9,KK2-17_first
KK2-17_first,SID_gen1,1,SERA5,65535,9500,56035,2,1,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP11,65535,10223,55312,2,2,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,RIPR,16444,8990,7454,2,3,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,SPATR,65535,8706,56829,2,4,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3,65535,9005,56530,2,5,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1136200,65535,9258,56277,2,6,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,PFSEA,65535,9311,56224,2,7,1,1,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,12471,53064,2,8,1,7,KK2-17_first
KK2-17_first,SID_gen1,1,SERA5,65535,11315,54220,2,1,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP11,65535,11721,53814,2,2,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,RIPR,21086,10671,10415,2,3,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,SPATR,65535,9116,56419,2,4,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3,65535,10250,55285,2,5,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1136200,65535,10324,55211,2,6,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,PFSEA,65535,10569,54966,2,7,2,2,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,17657,47878,2,8,2,8,KK2-17_first
KK2-17_first,SID_gen1,1,SERA5,65535,11063,54472,2,1,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP11,65535,11505,54030,2,2,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,RIPR,19952,10872,9080,2,3,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,SPATR,65535,8984,56551,2,4,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3,65535,10036,55499,2,5,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1136200,65535,10327,55208,2,6,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,PFSEA,65535,10591,54944,2,7,3,3,KK2-17_first
KK2-17_first,SID_gen1,1,Landmark,65535,18093,47442,2,8,3,9,KK2-17_first
KK2-17_first,SID_gen1,1,AMA1,65535,11717,53818,2,1,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,SERA9,65535,11367,54168,2,2,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP7,65535,10486,55049,2,3,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF10_0166,65535,10138,55397,2,4,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP10,65535,10876,54659,2,5,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP5,65535,11313,54222,2,6,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,MTRAP,15427,10356,5071,2,7,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF113,65535,14486,51049,2,8,4,1,KK2-17_first
KK2-17_first,SID_gen1,1,AMA1,65535,12592,52943,2,1,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,SERA9,65535,12054,53481,2,2,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP7,65535,10191,55344,2,3,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF10_0166,65535,10180,55355,2,4,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP10,65535,12224,53311,2,5,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP5,65535,12130,53405,2,6,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,MTRAP,59761,9975,49786,2,7,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF113,65535,12248,53287,2,8,5,2,KK2-17_first
KK2-17_first,SID_gen1,1,AMA1,65535,12757,52778,2,1,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,SERA9,65535,12021,53514,2,2,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP7,65535,10195,55340,2,3,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF10_0166,65535,10245,55290,2,4,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP10,65535,12318,53217,2,5,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP5,65535,12112,53423,2,6,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,MTRAP,57026,9885,47141,2,7,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF113,65535,11711,53824,2,8,6,3,KK2-17_first
KK2-17_first,SID_gen1,1,H101,65535,11927,53608,2,1,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7-1431400,65535,10565,54970,2,2,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,RHOPH3,65535,9896,55639,2,3,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP3,65162,9820,55342,2,4,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF13_0125,15325,9474,5851,2,5,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,RH5,49052,10488,38564,2,6,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,SERA4,65535,9766,55769,2,7,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,AARP,9314,11333,-2019,2,8,7,1,KK2-17_first
KK2-17_first,SID_gen1,1,H101,65535,10103,55432,2,1,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7-1431400,65535,9593,55942,2,2,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,RHOPH3,65535,9542,55993,2,3,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP3,64793,9390,55403,2,4,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF13_0125,20550,8505,12045,2,5,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,RH5,61093,8482,52611,2,6,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,SERA4,65535,9353,56182,2,7,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,AARP,11401,10985,416,2,8,8,2,KK2-17_first
KK2-17_first,SID_gen1,1,H101,65535,10133,55402,2,1,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7-1431400,65535,9733,55802,2,2,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,RHOPH3,65535,9690,55845,2,3,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSRP3,64133,9408,54725,2,4,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,PF13_0125,11787,8200,3587,2,5,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,RH5,60467,8078,52389,2,6,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,SERA4,65535,9413,56122,2,7,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,AARP,11118,11075,43,2,8,9,3,KK2-17_first
KK2-17_first,SID_gen1,1,RH1,65535,10497,55038,2,1,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3.5,65535,11020,54515,2,2,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0210c,65535,9847,55688,2,3,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,P38,65535,9182,56353,2,4,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,CLAG3.2,57771,8444,49327,2,5,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,RH2b,32831,8177,24654,2,6,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0445W,65535,8816,56719,2,7,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1343700(KELCH),11683,10542,1141,2,8,10,1,KK2-17_first
KK2-17_first,SID_gen1,1,RH1,65535,11037,54498,2,1,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3.5,65535,11596,53939,2,2,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0210c,65535,10189,55346,2,3,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,P38,65535,9190,56345,2,4,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,CLAG3.2,65169,9024,56145,2,5,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,RH2b,46145,8302,37843,2,6,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0445W,65535,8664,56871,2,7,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,PF3D7_1343700(KELCH),10209,9744,465,2,8,11,2,KK2-17_first
KK2-17_first,SID_gen1,1,RH1,65535,10860,54675,2,1,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,MSP3.5,65535,11577,53958,2,2,12,3,KK2-17_first
KK2-17_first,SID_gen1,1,PFA0210c,65535,10006,55529,2,3,12,3,KK2-17_first
