ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2017/08/29 15:50:50"
"Settings="
"GalFile=Z:\Multicenter study\gal file\gal file_4`.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=Z:\Multicenter study\28_08-2017\datascan_28-8\KK2-18.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/594)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=1720, 830"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4300 [141110]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=0.65"
"Filters=Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/594)"	"Ratio of Means (635/594)"	"Median of Ratios (635/594)"	"Mean of Ratios (635/594)"	"Ratios SD (635/594)"	"Rgn Ratio (635/594)"	"Rgn R2 (635/594)"	"Log Ratio (635/594)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/594)"	"Sum of Means (635/594)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	1	5	13	"PF3D7_0925900"	"1F11"	3150	3900	150	3621	4466	3466	77	850	850	895	190	21	97	94	0	696626	18.795	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2771	3616	2771	3616	156	872	100	101
0	0	0	1	6	13	"PF3D7_0831400"	"1B7"	3380	3900	150	4332	4713	3173	67	807	807	893	1232	137	79	66	0	735166	3.101	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3525	3906	3525	3906	156	872	100	102
0	0	0	1	7	13	"PF3D7_0730800.2"	"1H7"	3610	3900	150	27648	23445	10464	44	770	770	805	216	26	99	96	0	3657436	104.815	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26878	22675	26878	22675	156	872	100	103
0	0	0	1	8	13	"PF3D7_1407800 (PM4)"	"1D9"	3840	3900	150	907	1111	972	87	755	755	770	127	16	60	24	0	173252	2.685	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	152	356	152	356	156	854	100	104
0	0	0	1	1	14	"PF3D7_0525800 (IMC1g)"	"1F7"	2230	4130	150	15545	16628	12871	77	822	822	890	668	75	93	92	3	2593946	23.560	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14723	15806	14723	15806	156	972	100	105
0	0	0	1	2	14	"PF3D7_1460600 (ISP3)"	"1B9"	2460	4130	150	5834	6317	3662	57	819	819	868	187	21	99	98	0	985457	29.139	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5015	5498	5015	5498	156	872	100	106
0	0	0	1	3	14	"PF3D7_1455300"	"1H9"	2690	4130	150	3296	3556	2314	65	840	840	894	189	21	90	85	0	554772	14.085	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2456	2716	2456	2716	156	872	100	107
0	0	0	1	4	14	"PF3D7_1025300"	"1D11"	2920	4130	150	794	813	84	10	819	819	866	650	75	0	0	0	126840	-0.082	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-25	-6	-25	-6	156	872	100	108
0	0	0	1	5	14	"PF3D7_0925900"	"1F11"	3150	4130	150	3432	3876	2611	67	820	820	966	1616	167	81	31	0	604671	1.801	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2612	3056	2612	3056	156	872	100	109
0	0	0	1	6	14	"PF3D7_0831400"	"1B7"	3380	4130	150	4829	5116	4135	80	815	815	1015	1738	171	73	54	0	798051	2.360	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4014	4301	4014	4301	156	872	100	110
0	0	0	1	7	14	"PF3D7_0730800.2"	"1H7"	3610	4130	150	27224	23162	10658	46	788	788	896	847	94	93	91	0	3613226	26.288	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26436	22374	26436	22374	156	872	100	111
0	0	0	1	8	14	"PF3D7_1407800 (PM4)"	"1D9"	3840	4130	150	919	979	385	39	746	746	761	163	21	53	19	0	152770	1.337	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	173	233	173	233	156	854	100	112
0	0	0	1	1	15	"PF3D7_0525800 (IMC1g)"	"1F7"	2230	4360	150	11799	11078	5984	54	832	832	909	635	69	90	84	0	1728234	16.014	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10967	10246	10967	10246	156	972	100	113
0	0	0	1	2	15	"PF3D7_1460600 (ISP3)"	"1B9"	2460	4360	150	4823	5222	3574	68	798	798	841	230	27	98	93	0	814677	19.048	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4025	4424	4025	4424	156	872	100	114
0	0	0	1	3	15	"PF3D7_1455300"	"1H9"	2690	4360	150	2944	4441	5491	123	789	789	860	511	59	84	78	0	692826	7.008	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2155	3652	2155	3652	156	872	100	115
0	0	0	1	4	15	"PF3D7_1025300"	"1D11"	2920	4360	150	757	764	116	15	791	791	831	473	56	1	1	0	119199	-0.142	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-34	-27	-34	-27	156	872	100	116
0	0	0	1	5	15	"PF3D7_0925900"	"1F11"	3150	4360	150	3507	4351	4650	106	803	803	886	662	74	79	77	0	678773	5.234	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2704	3548	2704	3548	156	872	100	117
0	0	0	1	6	15	"PF3D7_0831400"	"1B7"	3380	4360	150	3749	4219	3400	80	813	813	939	873	92	77	66	0	658226	3.757	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2936	3406	2936	3406	156	872	100	118
0	0	0	1	7	15	"PF3D7_0730800.2"	"1H7"	3610	4360	150	25939	21253	13211	62	791	791	930	842	90	84	83	0	3315453	24.137	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	25148	20462	25148	20462	156	872	100	119
0	0	0	1	8	15	"PF3D7_1407800 (PM4)"	"1D9"	3840	4360	150	921	1347	2099	155	736	736	778	451	57	17	11	0	210191	1.262	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	185	611	185	611	156	854	100	120
0	0	0	1	1	16	"PF3D7_0629500_SEG2"	"1F8"	2230	4590	150	8445	8131	4307	52	813	813	861	371	43	92	88	0	1268427	19.596	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7632	7318	7632	7318	156	972	100	121
0	0	0	1	2	16	"PF3D7_1345100"	"1B10"	2460	4590	150	3310	3629	2484	68	778	778	806	201	24	93	87	0	566073	14.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2532	2851	2532	2851	156	872	100	122
0	0	0	1	3	16	"PF3D7_0206200"	"1H10"	2690	4590	150	2287	3127	4262	136	770	770	878	1154	131	65	29	0	487758	1.949	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1517	2357	1517	2357	156	872	100	123
0	0	0	1	4	16	"PF3D7_1105800"	"1D12"	2920	4590	150	3983	4639	4527	97	772	772	866	1147	132	74	62	0	723720	3.289	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3211	3867	3211	3867	156	872	100	124
0	0	0	1	5	16	"PTRAMP"	"1F12"	3150	4590	150	4937	6637	6985	105	777	777	820	361	44	83	81	0	1035430	16.114	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4160	5860	4160	5860	156	872	100	125
0	0	0	1	6	16	"EBA181"	"1B8"	3380	4590	150	3001	3293	2766	83	779	779	833	409	49	76	72	0	513679	6.015	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2222	2514	2222	2514	156	872	100	126
0	0	0	1	7	16	"CD4 TAG"	"1H8"	3610	4590	150	1589	1727	1400	81	765	765	826	407	49	79	51	0	269418	2.214	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	824	962	824	962	156	872	100	127
0	0	0	1	8	16	"SERA2"	"1D10"	3840	4590	150	4825	5609	5283	94	718	718	755	444	58	78	72	0	875001	10.932	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4107	4891	4107	4891	156	854	100	128
0	0	0	1	1	17	"PF3D7_0629500_SEG2"	"1F8"	2230	4820	150	8193	7681	4767	62	798	798	907	1173	129	81	78	0	1198242	5.775	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7395	6883	7395	6883	156	972	100	129
0	0	0	1	2	17	"PF3D7_1345100"	"1B10"	2460	4820	150	3275	5155	7146	138	766	766	801	310	38	89	87	0	804131	14.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2509	4389	2509	4389	156	872	100	130
0	0	0	1	3	17	"PF3D7_0206200"	"1H10"	2690	4820	150	2092	2445	1842	75	753	753	823	1058	128	63	26	0	381392	1.533	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1339	1692	1339	1692	156	872	100	131
0	0	0	1	4	17	"PF3D7_1105800"	"1D12"	2920	4820	150	3846	4176	3362	80	750	750	825	1080	130	76	64	0	651418	3.103	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3096	3426	3096	3426	156	872	100	132
0	0	0	1	5	17	"PTRAMP"	"1F12"	3150	4820	150	4649	5169	4494	86	744	744	781	359	45	83	80	0	806400	12.223	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3905	4425	3905	4425	156	872	100	133
0	0	0	1	6	17	"EBA181"	"1B8"	3380	4820	150	2611	2805	2057	73	742	742	766	259	33	79	76	0	437575	7.873	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1869	2063	1869	2063	156	872	100	134
0	0	0	1	7	17	"CD4 TAG"	"1H8"	3610	4820	150	1500	1372	366	26	721	721	728	62	8	88	82	0	214002	10.387	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	779	651	779	651	156	872	100	135
0	0	0	1	8	17	"SERA2"	"1D10"	3840	4820	150	4172	5140	5104	99	699	699	705	61	8	85	81	0	801900	72.705	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3473	4441	3473	4441	156	854	100	136
0	0	0	1	1	18	"PF3D7_0629500_SEG2"	"1F8"	2230	5050	150	8620	7632	4841	63	807	807	884	952	107	79	73	0	1190555	7.088	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7813	6825	7813	6825	156	972	100	137
0	0	0	1	2	18	"PF3D7_1345100"	"1B10"	2460	5050	150	3791	5913	6995	118	771	771	783	145	18	94	92	0	922412	35.379	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3020	5142	3020	5142	156	872	100	138
0	0	0	1	3	18	"PF3D7_0206200"	"1H10"	2690	5050	150	2262	3826	5725	149	753	753	808	716	88	76	51	0	596849	4.215	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1509	3073	1509	3073	156	872	100	139
0	0	0	1	4	18	"PF3D7_1105800"	"1D12"	2920	5050	150	2973	3420	2852	83	746	746	803	746	92	74	67	0	533485	3.508	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2227	2674	2227	2674	156	872	100	140
0	0	0	1	5	18	"PTRAMP"	"1F12"	3150	5050	150	4299	5532	6001	108	732	732	738	66	8	88	83	0	863065	72.636	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3567	4800	3567	4800	156	872	100	141
0	0	0	1	6	18	"EBA181"	"1B8"	3380	5050	150	2372	2990	2606	87	717	717	727	115	15	87	81	0	466442	19.678	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1655	2273	1655	2273	156	872	100	142
0	0	0	1	7	18	"CD4 TAG"	"1H8"	3610	5050	150	1396	1480	965	65	695	695	702	65	9	88	85	0	230932	11.969	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	701	785	701	785	156	872	100	143
0	0	0	1	8	18	"SERA2"	"1D10"	3840	5050	150	3585	3885	2917	75	689	689	696	63	9	90	87	0	606015	50.619	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2896	3196	2896	3196	156	854	100	144
0	0	0	1	1	19	"MSP1 Block 2 K1 flank"	"1N7"	2230	5280	150	8333	7880	4766	60	862	862	869	88	10	99	98	0	1229236	79.670	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7471	7018	7471	7018	156	972	100	145
0	0	0	1	2	19	"MSP1 Block 2 Wellcome full"	"1J9"	2460	5280	150	9176	9014	5298	58	822	822	826	69	8	100	100	0	1406254	118.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8354	8192	8354	8192	156	872	100	146
0	0	0	1	3	19	"MSP1 Block 2 MAD20 full"	"1P9"	2690	5280	150	5360	4981	3404	68	781	781	795	111	13	90	88	0	777095	37.712	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4579	4200	4579	4200	156	872	100	147
0	0	0	1	4	19	"MSP3 K1"	"1L11"	2920	5280	150	1154	1541	1549	100	767	767	835	928	111	19	10	0	240446	0.761	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	387	774	387	774	156	872	100	148
0	0	0	1	5	19	"MSP DBL C-terminal"	"1N11"	3150	5280	150	6243	6168	4920	79	755	755	795	620	77	75	70	0	962156	8.666	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5488	5413	5488	5413	156	872	100	149
0	0	0	1	6	19	"Surfin 4.2 K1"	"1J7"	3380	5280	150	4764	6513	9575	147	729	729	792	784	98	71	67	1	1015950	7.297	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4035	5784	4035	5784	156	872	100	150
0	0	0	1	7	19	"MSP DBL N-terminal"	"1P7"	3610	5280	150	1646	2206	2423	109	702	702	720	109	15	67	64	0	344106	13.633	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	944	1504	944	1504	156	872	100	151
0	0	0	1	8	19	"Surfin 4.2 Conserved"	"1L9"	3840	5280	150	9641	8816	6233	70	701	701	755	711	94	74	72	0	1375226	11.338	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8940	8115	8940	8115	156	854	100	152
0	0	0	1	1	20	"MSP1 Block 2 K1 flank"	"1N7"	2230	5510	150	7186	7137	3779	52	1011	1011	1027	145	14	97	96	0	1113345	42.138	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6175	6126	6175	6126	156	972	100	153
0	0	0	1	2	20	"MSP1 Block 2 Wellcome full"	"1J9"	2460	5510	150	9647	9590	6133	63	942	942	960	116	12	100	100	0	1496097	74.397	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8705	8648	8705	8648	156	872	100	154
0	0	0	1	3	20	"MSP1 Block 2 MAD20 full"	"1P9"	2690	5510	150	5333	4860	2566	52	878	878	894	131	14	90	87	0	758212	30.275	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4455	3982	4455	3982	156	872	100	155
0	0	0	1	4	20	"MSP3 K1"	"1L11"	2920	5510	150	1359	2613	4965	190	841	841	875	617	70	44	24	0	407577	2.817	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	518	1772	518	1772	156	872	100	156
0	0	0	1	5	20	"MSP DBL C-terminal"	"1N11"	3150	5510	150	5749	5661	4582	80	839	839	881	624	70	72	69	0	883149	7.660	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4910	4822	4910	4822	156	872	100	157
0	0	0	1	6	20	"Surfin 4.2 K1"	"1J7"	3380	5510	150	4917	4954	3382	68	808	808	860	778	90	75	71	0	772773	5.262	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4109	4146	4109	4146	156	872	100	158
0	0	0	1	7	20	"MSP DBL N-terminal"	"1P7"	3610	5510	150	2310	2606	2756	105	784	784	946	1774	187	43	12	0	406573	0.936	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1526	1822	1526	1822	156	872	100	159
0	0	0	1	8	20	"Surfin 4.2 Conserved"	"1L9"	3840	5510	150	11254	10695	8272	77	801	801	976	1798	184	72	69	0	1668382	5.405	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10453	9894	10453	9894	156	854	100	160
0	0	0	1	1	21	"MSP1 Block 2 K1 flank"	"1N7"	2230	5740	150	6914	6040	2737	45	1304	1304	3176	7801	245	7	0	0	942186	0.367	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5610	4736	5610	4736	156	972	100	161
0	0	0	1	2	21	"MSP1 Block 2 Wellcome full"	"1J9"	2460	5740	150	8457	7542	3634	48	1134	1134	1578	2211	140	79	74	0	1176521	2.697	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7323	6408	7323	6408	156	872	100	162
0	0	0	1	3	21	"MSP1 Block 2 MAD20 full"	"1P9"	2690	5740	150	3782	3584	1914	53	997	997	1018	138	13	87	83	0	559056	18.594	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2785	2587	2785	2587	156	872	100	163
0	0	0	1	4	21	"MSP3 K1"	"1L11"	2920	5740	150	1259	2236	3716	166	942	942	944	102	10	77	65	0	348843	12.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	317	1294	317	1294	156	872	100	164
0	0	0	1	5	21	"MSP DBL C-terminal"	"1N11"	3150	5740	150	5585	5114	3127	61	939	939	997	641	64	76	72	0	797773	6.423	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4646	4175	4646	4175	156	872	100	165
0	0	0	1	6	21	"Surfin 4.2 K1"	"1J7"	3380	5740	150	4375	4317	3028	70	893	893	1049	1267	120	73	67	0	673390	2.579	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3482	3424	3482	3424	156	872	100	166
0	0	0	1	7	21	"MSP DBL N-terminal"	"1P7"	3610	5740	150	1294	1275	300	23	881	881	1109	2042	184	0	0	0	198853	0.081	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	413	394	413	394	156	872	100	167
0	0	0	1	8	21	"Surfin 4.2 Conserved"	"1L9"	3840	5740	150	10529	9839	7059	71	903	903	1063	1782	167	76	71	0	1534870	4.925	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9626	8936	9626	8936	156	854	100	168
0	0	0	1	1	22	"Landmark"	"1N8"	2230	5970	150	65535	64935	2846	4	3619	3619	8130	10672	131	100	100	95	10129829	5.323	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61916	61316	61916	61316	156	972	100	169
0	0	0	1	2	22	"PfD1160W 18"	"1J10"	2460	5970	150	26153	24795	12963	52	1573	1573	4620	9883	213	77	68	0	3867983	2.041	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	24580	23222	24580	23222	156	872	100	170
0	0	0	1	3	22	"PfD1160W 19"	"1P10"	2690	5970	150	8656	8412	4170	49	1152	1152	1196	219	18	94	90	0	1312205	32.950	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7504	7260	7504	7260	156	872	100	171
0	0	0	1	4	22	"MSP2CH15019 DBL2"	"1L12"	2920	5970	150	4522	4506	2690	59	1029	1029	1071	305	28	83	76	0	702977	11.262	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3493	3477	3493	3477	156	872	100	172
0	0	0	1	5	22	"GST"	"1N12"	3150	5970	150	5478	5446	4309	79	1018	1018	1137	755	66	81	70	0	849514	5.707	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4460	4428	4460	4428	156	872	100	173
0	0	0	1	6	22	"Buffer"	"1J8"	3380	5970	150	1048	1080	215	19	930	930	1062	1109	104	1	0	0	168512	0.016	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	118	150	118	150	156	872	100	174
0	0	0	1	7	22	"Buffer"	"1P8"	3610	5970	150	6910	6776	4759	70	893	893	929	250	26	79	74	0	1057043	23.388	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6017	5883	6017	5883	156	872	100	175
0	0	0	1	8	22	"Buffer"	"1L10"	3840	5970	150	978	1013	197	19	909	909	927	156	16	20	4	0	157983	0.551	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	69	104	69	104	156	854	100	176
0	0	0	1	1	23	"Landmark"	"1N8"	2230	6200	150	65535	65522	160	0	9736	9736	11091	7742	69	100	100	99	10221461	7.031	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	55799	55786	55799	55786	156	972	100	177
0	0	0	1	2	23	"PfD1160W 18"	"1J10"	2460	6200	150	23208	21345	10379	48	1967	1967	3878	5664	146	83	74	0	3329851	3.084	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21241	19378	21241	19378	156	872	100	178
0	0	0	1	3	23	"PfD1160W 19"	"1P10"	2690	6200	150	8550	8005	3431	42	1518	1518	1514	249	16	93	92	0	1248739	26.068	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7032	6487	7032	6487	156	872	100	179
0	0	0	1	4	23	"MSP2CH15019 DBL2"	"1L12"	2920	6200	150	4426	3961	1865	47	1425	1425	1437	333	23	76	72	0	617920	7.580	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3001	2536	3001	2536	156	872	100	180
0	0	0	1	5	23	"GST"	"1N12"	3150	6200	150	4990	4954	3105	62	1444	1444	1499	573	38	76	70	0	772865	6.030	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3546	3510	3546	3510	156	872	100	181
0	0	0	1	6	23	"Buffer"	"1J8"	3380	6200	150	1119	1476	2239	151	1142	1142	1217	366	30	10	6	0	230333	0.708	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-23	334	-23	334	156	872	100	182
0	0	0	1	7	23	"Buffer"	"1P8"	3610	6200	150	9431	9111	6147	67	1012	1012	1101	317	28	83	79	0	1421326	25.268	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8419	8099	8419	8099	156	872	100	183
0	0	0	1	8	23	"Buffer"	"1L10"	3840	6200	150	964	964	94	9	948	948	995	171	17	4	0	0	150324	-0.181	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16	16	16	16	156	854	100	184
0	0	0	1	1	24	"Landmark"	"1N8"	2230	6430	150	65535	63880	6847	10	11032	11032	12051	10399	86	100	98	91	9965259	4.984	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	54503	52848	54503	52848	156	1072	100	185
0	0	0	1	2	24	"PfD1160W 18"	"1J10"	2460	6430	150	12445	11847	6892	58	1786	1786	3055	5191	169	74	51	0	1848140	1.694	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10659	10061	10659	10061	156	972	100	186
0	0	0	1	3	24	"PfD1160W 19"	"1P10"	2690	6430	150	2375	2352	520	22	1441	1441	1492	239	16	84	81	0	366886	3.598	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	934	911	934	911	156	972	100	187
0	0	0	1	4	24	"MSP2CH15019 DBL2"	"1L12"	2920	6430	150	3562	3445	1579	45	1407	1407	1502	306	20	81	76	0	537353	6.350	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2155	2038	2155	2038	156	972	100	188
0	0	0	1	5	24	"GST"	"1N12"	3150	6430	150	4849	5142	2358	45	1532	1532	1606	334	20	100	93	0	802123	10.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3317	3610	3317	3610	156	972	100	189
0	0	0	1	6	24	"Buffer"	"1J8"	3380	6430	150	1562	1560	154	9	1434	1434	1478	342	23	8	0	0	243387	0.240	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	128	126	128	126	156	972	100	190
0	0	0	1	7	24	"Buffer"	"1P8"	3610	6430	150	9088	8733	3322	38	1511	1511	1543	395	25	94	92	0	1362284	18.203	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7577	7222	7577	7222	156	972	100	191
0	0	0	1	8	24	"Buffer"	"1L10"	3840	6430	150	1653	1776	1085	61	1592	1592	1506	363	24	16	3	0	277016	0.744	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61	184	61	184	156	954	100	192
0	0	0	2	1	1	"SERA5"	"1E1"	4060	1150	150	6174	6846	2900	42	825	825	893	437	48	100	100	0	1067986	13.622	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5349	6021	5349	6021	156	954	100	193
0	0	0	2	2	1	"MSP11"	"1A3"	4290	1150	150	11550	13492	7493	55	839	839	911	364	39	100	100	0	2104800	34.563	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10711	12653	10711	12653	156	972	100	194
0	0	0	2	3	1	"RIPR"	"1G3"	4520	1150	150	893	1504	2182	145	813	813	897	480	53	19	13	0	234601	1.265	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	80	691	80	691	156	972	100	195
0	0	0	2	4	1	"SPATR"	"1C5"	4750	1150	150	5170	5861	2670	45	815	815	878	413	47	100	100	0	914238	12.065	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4355	5046	4355	5046	156	972	100	196
0	0	0	2	5	1	"MSP3"	"1E5"	4980	1150	150	4873	5807	3844	66	837	837	903	425	47	100	100	0	905885	11.539	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4036	4970	4036	4970	156	972	100	197
0	0	0	2	6	1	"PF3D7_1136200"	"1A1"	5210	1150	150	2533	3140	1918	61	883	883	957	473	49	100	87	0	489827	4.615	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1650	2257	1650	2257	156	972	100	198
0	0	0	2	7	1	"PFSEA"	"1G1"	5440	1150	150	23779	25870	7867	30	1112	1112	2464	5589	226	99	98	0	4035722	4.188	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22667	24758	22667	24758	156	972	100	199
0	0	0	2	8	1	"Landmark"	"1C3"	5670	1150	150	65535	65535	0	0	4187	4187	8605	13658	158	100	100	100	10223460	4.168	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	61348	61348	61348	61348	156	1072	100	200
0	0	0	2	1	2	"SERA5"	"1E1"	4060	1380	150	6063	6971	3075	44	878	878	1002	490	48	100	100	0	1087403	12.182	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5185	6093	5185	6093	156	854	100	201
0	0	0	2	2	2	"MSP11"	"1A3"	4290	1380	150	10416	12291	6183	50	905	905	1099	551	50	100	100	0	1917395	20.312	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9511	11386	9511	11386	156	872	100	202
0	0	0	2	3	2	"RIPR"	"1G3"	4520	1380	150	993	1221	908	74	822	822	924	520	56	15	7	0	190507	0.571	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	171	399	171	399	156	872	100	203
0	0	0	2	4	2	"SPATR"	"1C5"	4750	1380	150	5813	6752	3193	47	832	832	903	428	47	100	100	0	1053238	13.666	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4981	5920	4981	5920	156	872	100	204
